x,y,t,p
1261,200,0,0
1261,201,253,0
1262,199,361,0
1262,200,498,0
1263,201,508,0
1263,199,551,0
1262,201,564,0
1263,202,968,0
1262,199,1049,0
1262,198,1181,0
1261,200,1217,0
1261,199,1241,0
1264,201,1256,0
1260,200,1364,0
1266,203,1759,1
1260,201,2206,0
1259,200,2276,0
1260,200,2639,0
1260,199,2832,0
1267,201,3289,1
1264,201,3464,1
1259,199,3937,0
1261,199,4105,0
1260,199,4191,0
1266,202,4256,1
1261,201,4451,0
1261,198,4644,0
1259,200,5039,0
1262,197,5340,0
1263,198,5406,0
1259,199,5420,0
1261,200,5519,0
1261,199,5523,0
1260,199,5558,0
1258,200,5582,0
1262,198,5609,0
1259,201,5739,0
1260,198,5849,0
1258,199,6145,0
1262,198,6372,1
1259,198,6474,0
1261,199,7094,1
1260,199,7162,1
1263,198,7510,1
1257,200,7744,0
1257,199,7799,0
1258,199,8180,0
1268,202,8192,1
1261,200,8427,1
1263,200,8573,1
1261,201,8653,1
1263,199,8674,1
1258,198,8803,0
1262,200,8924,1
1263,201,9001,1
1261,200,9206,1
1262,199,9383,1
1256,200,9475,0
1257,198,9898,0
1264,201,10010,1
1256,199,10015,0
1261,200,10068,1
1262,201,10363,1
1260,201,10520,1
1261,199,10663,1
1262,200,10669,1
1261,200,10938,1
1261,201,11032,1
1258,200,11171,0
1260,200,11255,1
1261,200,12285,1
1260,199,12483,1
1260,200,12507,1
1259,200,12982,1
1261,199,13488,1
1259,199,13659,1
1259,201,13818,1
1260,198,14214,1
1258,200,14254,1
1258,199,14669,1
1259,198,15116,1
1260,199,15240,1
1259,199,15942,1
1258,199,16142,1
1257,200,16260,1
1257,199,18614,1
1256,199,18631,1
1258,198,18776,1
1265,185,18984,0
1258,199,19667,1
1257,198,20573,1
1265,201,21738,1
1246,196,34945,0
1229,191,57980,1
1230,191,58026,1
1229,191,58920,0
1230,191,59382,0
1229,189,61814,0
1227,188,67319,1
1227,187,68550,1
1224,188,69342,1
1225,187,69670,1
1226,187,69971,1
1225,188,70114,1
1225,187,71146,1
1227,188,74111,0
1227,187,74474,0
1225,187,74763,0
1226,187,75451,0
1222,185,78030,1
1221,188,78091,1
1225,188,78136,0
1223,184,78153,1
1222,185,79749,0
1220,184,81902,1
1221,184,81981,1
1220,183,82480,1
1221,184,82751,0
1216,184,83135,1
1217,184,83509,1
1218,184,83647,1
1219,183,83659,1
1215,184,83710,1
1220,184,83971,0
1215,185,84117,1
1218,183,84123,1
1216,184,84187,1
1214,185,84427,1
1215,184,84752,1
1214,184,84784,1
1219,183,85185,0
1215,183,85468,1
1216,183,85476,1
1214,184,85654,1
1213,184,85806,1
1217,182,85843,1
1214,183,86358,1
1213,185,86481,1
1212,185,86670,1
1213,184,86727,1
1215,186,86842,1
1215,183,86903,1
1212,184,86931,1
1215,184,87034,1
1217,183,87126,1
1214,184,87289,1
1216,183,87311,1
1214,183,87347,1
1217,183,87422,1
1218,182,87510,1
1215,183,87572,1
1217,182,87593,1
1213,183,87684,1
1215,182,87941,1
1212,184,87953,1
1211,184,88011,1
1216,182,88021,1
1217,183,88157,0
1215,185,88186,1
1214,186,88371,1
1213,184,88428,1
1210,185,88691,1
1214,185,88722,1
1214,185,88722,1
1214,183,88781,1
1212,183,88786,1
1213,183,88855,1
1211,185,88995,1
1211,184,89089,1
1215,182,89156,1
1211,183,89170,1
1212,184,89178,1
1217,183,89297,0
1218,182,89333,0
1216,183,89365,0
1218,184,89366,0
1214,182,89407,1
1217,182,89562,0
1210,184,89593,1
1218,183,89598,0
1213,182,89857,1
1212,183,89904,1
1211,184,90006,1
1215,183,90032,0
1216,182,90039,0
1211,183,90051,1
1211,185,90054,1
1210,185,90059,1
1210,183,90343,1
1215,182,90403,0
1212,182,90483,1
1210,184,90509,1
1216,183,90806,0
1209,184,90811,1
1211,182,90826,1
1214,186,91103,0
1211,183,91144,1
1215,184,91317,0
1210,183,91445,1
1216,184,91594,0
1210,182,91626,1
1211,182,91713,1
1212,185,91727,1
1215,183,91890,0
1215,185,92104,0
1214,183,92118,0
1209,183,92157,1
1214,185,92329,0
1212,182,92503,1
1210,182,92584,1
1213,182,92743,1
1211,182,92760,1
1214,182,92810,1
1209,182,92820,1
1214,181,92912,1
1215,181,92942,1
1213,181,93049,1
1212,182,93069,1
1213,182,93071,1
1215,182,93074,1
1210,183,93123,1
1217,184,93128,0
1211,185,93152,1
1208,182,93214,1
1215,184,93311,0
1214,184,93317,0
1213,182,93437,0
1214,182,93558,0
1215,182,93606,0
1209,182,93932,1
1210,182,93932,1
1209,183,94138,1
1212,181,94195,1
1210,185,94198,1
1211,182,94558,1
1212,185,94564,0
1207,182,94574,1
1208,182,94580,1
1215,181,94592,0
1213,182,94644,0
1214,185,94651,0
1212,182,94752,0
1213,184,94864,0
1214,184,94870,0
1209,185,95086,1
1209,185,95086,1
1209,181,95168,1
1210,181,95177,1
1211,181,95243,1
1215,183,95291,0
1214,182,95377,0
1211,185,95382,0
1208,181,95396,1
1213,181,95454,0
1206,182,95509,1
1210,184,95581,1
1211,182,95701,0
1214,181,95770,0
1214,183,95918,0
1213,183,96004,0
1212,184,96030,0
1213,184,96047,0
1212,185,96222,0
1207,181,96313,1
1208,181,96342,1
1207,182,96525,1
1210,185,96539,0
1212,182,96553,0
1208,182,96590,1
1209,181,96708,1
1213,185,96848,0
1206,181,96874,1
1205,182,96946,1
1206,182,97026,1
1212,183,97045,0
1207,181,97085,1
1212,184,97165,0
1210,184,97183,0
1211,184,97221,0
1208,184,97342,1
1206,181,97488,1
1211,182,97533,0
1208,180,97569,1
1205,182,97657,1
1204,182,97738,1
1208,181,97770,1
1211,185,97779,0
1213,182,97891,0
1213,183,97948,0
1205,181,97958,1
1205,183,98029,1
1206,181,98061,1
1207,181,98068,1
1209,185,98075,0
1213,184,98137,0
1206,182,98189,1
1211,183,98301,0
1207,180,98312,1
1209,181,98319,1
1209,180,98323,1
1210,181,98337,1
1208,181,98400,1
1207,182,98405,1
1205,182,98416,1
1210,180,98459,1
1212,183,98488,0
1204,182,98505,1
1205,181,98650,1
1206,180,98754,1
1204,181,98760,1
1208,180,98821,1
1206,181,98913,1
1211,184,99002,0
1209,180,99056,1
1210,184,99101,0
1210,183,99133,0
1210,181,99235,0
1207,180,99359,1
1204,181,99373,1
1205,180,99416,1
1205,181,99426,1
1203,182,99441,1
1212,184,99446,0
1204,182,99460,1
1210,182,99466,0
1203,181,99492,1
1205,182,99506,1
1212,181,99544,0
1206,180,99620,1
1209,181,99777,0
1211,183,99823,0
1207,181,99838,1
1204,181,99914,1
1206,181,100179,1
1204,182,100327,1
1203,181,100333,1
1208,181,100387,0
1208,180,100434,1
1210,183,100436,0
1209,183,100479,0
1209,181,100482,0
1207,180,100492,1
1206,180,100505,1
1205,180,100536,1
1204,180,100538,1
1210,180,100610,0
1204,181,100655,1
1211,182,100683,0
1205,181,100693,1
1207,182,100781,0
