x,y,t,p
16,257,0,0
17,258,50,0
17,257,167,0
18,258,290,0
17,256,343,0
18,258,994,1
17,258,1018,1
17,259,1116,1
17,257,1131,1
18,259,1199,1
17,260,1253,1
18,260,1264,1
19,259,1277,1
20,258,1348,1
18,259,1362,1
19,260,1370,1
18,258,1390,1
19,258,1400,1
20,259,1409,1
17,260,1536,0
18,260,1558,0
18,259,1569,0
18,258,1575,0
17,259,1624,0
19,258,1646,0
19,260,1661,0
19,259,1843,0
20,259,1859,0
25,252,1919,1
25,251,1924,1
26,251,2014,1
25,254,2015,1
25,251,2270,0
20,258,2438,0
25,252,2474,0
22,256,2639,0
26,251,2729,0
23,257,2861,0
24,257,3019,0
25,254,3260,0
26,255,4215,0
28,254,4884,0
28,255,4903,0
29,255,4940,0
29,254,5132,0
30,253,5693,0
30,255,5901,0
30,254,5936,0
31,254,6064,0
32,254,6401,0
28,254,7154,1
28,255,7693,1
30,254,7852,1
35,252,8056,0
34,251,8068,0
29,254,8301,1
38,253,8908,0
37,252,8918,0
35,258,9198,1
36,257,9228,1
36,258,9240,1
37,257,9307,1
37,256,9315,1
37,258,9366,1
38,251,9543,0
36,258,9606,0
36,257,9637,0
37,257,9699,0
37,258,9737,0
37,256,9769,0
35,258,9859,0
40,251,10320,0
42,248,10511,1
37,252,10563,1
42,247,10602,1
43,248,10652,1
43,247,10668,1
42,249,10676,1
42,246,10719,1
44,247,10736,1
35,252,10763,1
43,249,10783,1
44,248,10921,1
43,246,10943,1
38,251,11163,1
45,252,11546,0
45,251,11866,0
46,251,12436,0
47,251,12651,0
48,251,12937,0
49,251,13224,0
50,251,13544,0
48,250,13680,0
47,249,13756,0
47,248,13850,0
51,251,13912,0
47,250,13922,0
48,249,13952,0
50,250,13989,0
49,250,14051,0
49,249,14182,0
50,249,15120,0
52,250,15217,0
53,250,15366,0
51,250,15383,0
48,249,15488,1
47,250,15494,1
49,250,15577,1
46,251,15641,1
52,253,15739,1
47,249,15758,1
52,252,15789,1
51,251,15868,1
52,254,15922,1
48,251,15982,1
53,254,15985,1
53,254,15985,1
49,251,16056,1
53,253,16095,1
51,250,16131,1
52,255,16170,1
52,253,16179,1
53,254,16239,1
52,254,16256,1
54,254,16273,1
53,255,16275,1
54,253,16278,1
48,250,16282,1
53,252,16313,1
49,250,16330,1
54,250,16465,0
52,253,16468,0
52,254,16489,0
52,255,16549,0
54,249,16588,0
52,252,16627,0
53,254,16659,0
47,248,16705,1
53,253,16785,0
53,255,16859,0
53,252,16916,0
53,249,16999,0
53,247,17121,0
50,249,17150,1
50,251,17220,1
54,253,17438,0
54,254,17465,0
55,250,17562,0
56,249,17623,0
55,249,17653,0
54,248,17864,0
50,250,18000,1
55,248,18045,0
58,249,18627,0
56,248,18628,0
49,249,18933,1
57,249,18964,0
54,250,19226,1
58,248,19250,0
57,248,19315,0
55,249,19772,1
60,248,20154,0
57,249,20169,1
58,247,20378,0
59,248,20433,0
60,249,20580,0
53,249,20671,1
61,248,20832,0
59,244,20952,0
56,248,20976,1
55,248,21050,1
61,249,21255,0
57,248,21606,1
57,249,21668,1
61,246,21886,0
61,247,21903,0
59,245,21988,0
62,247,22160,0
63,247,22557,0
