x,y,t,p
187,281,0,1
184,283,1921,1
185,281,10614,1
186,281,10743,1
186,280,10890,1
186,281,12417,0
183,281,13548,1
182,281,13556,1
186,280,14034,0
182,281,14180,0
183,281,14283,0
187,281,18009,0
184,280,21280,1
184,280,24070,0
177,271,124450,1
177,271,127653,0
180,269,132800,1
180,269,135111,0
179,270,144628,1
178,270,144738,1
178,270,149009,0
179,270,151478,0
177,271,156586,1
178,270,156696,1
178,270,158254,0
176,271,168611,1
175,270,180765,1
175,270,183707,0
174,269,192927,1
170,267,230508,1
171,267,230913,1
171,267,231833,0
169,266,243296,1
169,267,243333,1
169,266,244443,0
170,267,253013,0
168,262,332389,1
168,263,332391,1
169,262,332611,1
168,262,333633,0
168,263,334110,0
169,262,334254,0
169,261,345395,1
169,262,345559,1
170,261,345962,1
170,261,347268,0
166,261,347381,1
166,261,347381,1
169,260,358744,1
170,261,358864,1
169,260,359674,0
167,261,360021,1
168,261,360060,1
170,261,360324,0
167,261,360623,0
168,261,360754,0
168,260,373541,1
167,260,373575,1
167,260,374112,0
168,260,374141,0
169,262,375127,0
167,259,386547,1
167,259,387495,0
170,260,395442,1
169,260,395516,1
171,260,395670,1
169,260,396283,0
170,260,396833,0
171,260,396925,0
169,261,399969,0
170,259,408356,1
171,259,408598,1
170,259,410126,0
167,259,411465,1
171,259,418455,0
170,259,421302,1
171,259,421432,1
170,259,422523,0
168,258,437394,1
168,258,438199,0
169,257,450497,1
171,258,459118,1
172,258,472568,1
172,257,485741,1
172,257,487366,0
169,258,488966,1
169,258,489722,0
172,258,490510,0
172,257,498874,1
172,258,499014,1
172,257,500413,0
169,258,501676,1
170,258,501808,1
169,258,502580,0
170,258,502601,0
172,257,511357,1
172,257,512407,0
169,258,514837,1
169,258,515656,0
160,257,617633,0
159,257,621535,0
159,257,627268,1
137,253,774219,1
122,244,893265,1
122,244,904239,0
120,242,905240,1
120,242,905240,1
116,237,942836,1
116,237,952792,0
120,242,970365,0
87,174,1351676,1
88,174,1351734,1
89,174,1352045,1
87,175,1352184,1
87,173,1352239,1
86,173,1356081,1
86,174,1356159,1
88,174,1357787,0
87,175,1362110,0
86,174,1362125,0
86,172,1363609,1
87,172,1363750,1
86,171,1363901,1
88,172,1363991,1
87,171,1364115,1
89,174,1364187,0
88,172,1367455,0
87,172,1368114,0
86,171,1374043,0
86,172,1374654,0
85,169,1375546,1
86,170,1375604,1
85,170,1375624,1
85,169,1375938,1
87,171,1376819,0
85,170,1377551,0
86,170,1378251,0
85,169,1380651,0
85,168,1387872,1
85,168,1399618,0
71,150,1480807,1
71,150,1486876,0
68,145,1504626,1
68,145,1511235,0
66,142,1516057,1
64,141,1520900,1
63,140,1522274,1
65,140,1522500,1
65,141,1522721,1
66,140,1522853,1
64,139,1526440,1
66,142,1526920,0
65,139,1527272,1
64,138,1527961,1
64,140,1527981,1
64,139,1527988,1
66,139,1528798,1
65,138,1528822,1
67,140,1528943,1
65,139,1529244,1
65,139,1530033,0
63,139,1530061,1
62,139,1530814,1
65,141,1531973,0
64,140,1532111,0
63,138,1532203,1
67,140,1532908,0
66,139,1534047,0
63,140,1534529,0
62,138,1534536,1
66,140,1534960,0
64,139,1535052,0
64,141,1535986,0
65,140,1537377,0
63,139,1538104,0
64,140,1538296,0
65,139,1539168,0
62,138,1539327,0
63,137,1539798,1
64,136,1540470,1
65,137,1540481,1
64,137,1540717,1
64,137,1541704,0
64,136,1541968,0
64,139,1542964,0
62,139,1543653,0
64,138,1543825,0
65,137,1544590,0
63,134,1552321,1
62,134,1552530,1
61,134,1552637,1
62,133,1552664,1
63,133,1552668,1
63,137,1554350,0
63,134,1555270,0
62,133,1557810,0
63,133,1562401,0
62,131,1563974,1
61,131,1563996,1
62,131,1566371,0
59,122,1589986,1
57,122,1591180,1
59,121,1598789,1
59,120,1598807,1
60,121,1598828,1
61,121,1598916,1
60,120,1598987,1
60,121,1599717,0
59,120,1599816,0
59,121,1599947,0
60,120,1600611,0
61,121,1602310,0
59,117,1610275,1
58,116,1610292,1
60,117,1610311,1
58,117,1610437,1
59,117,1611593,0
56,116,1614054,1
58,117,1619812,0
58,113,1621677,1
57,110,1633351,1
57,110,1633351,1
51,100,1666649,1
41,87,1714980,1
41,88,1715006,1
41,87,1716301,0
41,88,1716622,0
39,84,1727238,1
39,84,1728391,0
35,79,1749771,1
36,79,1750362,1
37,80,1750562,1
37,79,1750617,1
34,79,1750633,1
35,79,1750746,1
35,78,1750834,1
36,80,1750887,1
34,78,1751047,1
36,79,1751077,1
36,78,1751208,1
36,80,1755060,0
37,80,1755478,0
36,79,1755540,0
35,79,1755814,0
36,78,1756336,0
35,78,1756970,0
34,79,1757365,0
33,76,1761727,1
34,78,1762210,0
34,76,1762343,1
35,76,1762697,1
35,77,1762758,1
33,76,1762847,1
33,75,1762901,1
32,76,1762905,1
32,75,1763018,1
34,77,1763018,1
34,75,1763072,1
35,75,1763132,1
33,77,1763240,1
34,77,1765274,0
34,75,1765627,0
33,76,1765868,0
35,77,1767235,0
35,76,1769541,0
33,77,1770257,0
32,76,1770337,0
34,76,1772694,0
32,73,1774375,1
33,73,1774617,1
34,73,1774646,1
32,72,1774699,1
31,72,1774774,1
31,73,1774780,1
34,74,1774853,1
33,72,1775028,1
32,73,1775062,1
33,74,1775208,1
32,72,1775251,1
32,72,1775732,0
32,73,1776180,0
33,75,1777045,0
33,74,1777846,0
34,74,1777999,0
32,75,1779259,0
32,72,1780171,0
33,72,1780265,0
32,73,1780358,0
33,73,1780382,0
34,73,1781029,0
31,73,1782766,0
31,72,1786557,0
31,70,1786610,1
31,69,1786796,1
32,70,1786806,1
30,70,1786909,1
30,69,1786968,1
31,70,1786992,1
31,70,1786992,1
30,68,1787081,1
31,70,1787879,0
32,69,1787994,1
30,69,1788087,0
31,69,1788875,0
30,70,1788973,0
32,70,1789566,0
32,72,1789858,0
32,69,1791655,0
31,68,1795028,1
29,67,1795913,1
31,67,1796743,1
28,67,1797063,1
29,66,1798528,1
30,67,1798560,1
30,66,1798690,1
29,67,1798878,1
28,66,1798880,1
29,66,1799086,1
31,67,1799132,1
31,66,1799667,1
29,66,1799670,0
30,66,1799908,1
30,66,1800480,0
31,67,1800926,0
30,67,1801519,0
31,68,1802183,0
29,67,1802452,0
30,68,1804145,0
31,66,1804508,0
29,66,1809290,0
28,66,1810003,0
29,63,1811597,1
30,67,1811668,0
30,64,1811818,1
29,63,1812452,0
30,64,1812993,0
27,57,1835145,1
28,57,1835359,1
26,57,1835409,1
27,57,1836366,0
28,57,1836458,0
26,57,1837070,0
28,67,1845129,0
26,54,1847329,1
26,54,1854172,0
9,32,1940330,1
6,29,1952189,1
6,28,1952323,1
7,29,1952402,1
5,28,1952465,1
5,29,1952542,1
