x,y,t,p
529,235,0,1
529,234,4668,1
529,236,9256,1
529,236,9630,0
529,236,13808,1
529,236,14254,0
529,235,15667,0
529,236,18427,1
529,235,18433,1
530,235,18580,1
529,235,18944,0
530,235,19238,0
529,236,20331,0
530,235,23051,1
529,236,23097,1
529,235,23181,1
529,235,23539,0
529,236,25163,0
529,234,30401,0
529,236,45967,1
527,230,60317,1
527,230,60550,0
527,226,74066,1
528,226,74274,1
528,226,74869,0
526,225,78532,1
526,226,78593,1
528,226,78618,1
527,225,78681,1
527,224,78756,1
527,226,78807,1
528,225,78847,1
526,226,78993,0
527,226,79116,0
527,225,79246,0
527,224,79278,0
528,225,79314,0
526,225,79473,0
528,226,80267,0
527,225,82901,1
526,225,82947,1
527,224,83133,1
527,225,83212,1
526,224,83242,1
526,226,83280,1
527,226,83340,1
526,225,83351,1
528,225,83399,1
528,224,83445,1
527,225,83466,1
528,223,83493,1
526,226,83533,0
526,224,83560,0
526,225,83598,0
527,225,83664,0
527,226,83736,0
527,224,83775,0
528,224,83782,0
528,225,83912,0
528,223,83932,0
527,224,87580,1
526,224,87879,1
526,225,87914,1
527,225,87966,1
527,224,88027,1
528,223,88037,1
528,224,88062,1
526,224,88197,0
526,225,88244,0
527,224,88297,0
527,225,88406,0
528,224,88442,0
528,223,88523,0
527,225,90657,1
526,225,90695,1
526,225,91229,0
526,224,92459,1
527,224,92469,1
527,222,92539,1
528,223,92578,1
526,224,92697,0
526,224,92697,0
527,224,92845,0
527,224,92845,0
527,222,93032,0
528,223,93060,0
527,222,96961,1
526,224,96970,1
527,224,97104,1
526,224,97252,0
526,224,97252,0
527,224,97370,0
527,222,97468,0
529,225,97508,0
528,224,97852,0
526,223,98026,0
527,223,98026,0
527,225,98211,0
526,223,101218,1
527,223,101388,1
527,223,101388,1
525,223,101527,1
526,224,101549,1
526,223,101624,1
527,222,101625,1
526,224,101818,0
526,223,101880,0
525,223,101921,0
527,222,101977,0
528,225,102072,0
531,224,105738,0
526,223,105818,1
525,223,105975,1
527,222,106090,1
525,223,106459,0
527,222,106516,0
526,223,106523,0
529,224,106663,0
525,222,106807,0
531,225,107122,0
530,224,109627,0
526,223,110416,1
525,223,110590,1
525,223,111339,0
527,223,111508,0
526,223,112662,0
528,223,113114,0
529,223,114029,0
525,223,115154,1
525,223,115850,0
525,225,116686,0
529,222,116727,0
528,222,117446,0
526,221,118714,0
525,223,119688,1
530,223,120061,0
529,221,121173,0
527,221,122450,0
531,223,124970,0
530,220,125530,0
530,221,125832,0
528,221,127970,0
531,221,128461,0
528,220,129869,0
530,222,132721,0
531,222,132989,0
533,224,133983,0
533,225,135950,0
529,220,136756,0
527,220,136821,0
532,222,139449,0
529,221,140806,0
533,223,141916,0
527,219,142924,0
529,222,146348,0
529,219,147786,0
533,222,147940,0
532,221,148285,0
531,220,150356,0
534,222,161592,0
530,219,172516,0
532,220,172922,0
527,223,183880,1
540,224,187608,0
527,221,188349,1
531,225,191082,1
539,223,191115,0
529,222,191751,1
527,220,192669,1
540,223,194770,0
528,223,197793,1
531,219,198966,0
538,221,199363,0
531,218,201561,0
526,221,202205,1
539,221,203016,0
537,221,208199,0
539,220,210098,0
538,220,210201,0
537,219,210404,0
541,222,211325,0
528,221,211804,1
537,220,212047,0
530,224,212521,1
540,221,213679,0
532,218,214023,0
538,219,214119,0
529,221,216361,1
529,223,217140,1
532,219,218818,0
532,217,220013,0
540,219,220883,0
529,220,224926,1
539,219,226528,0
529,217,230969,0
529,216,231931,0
533,217,232976,0
540,221,244670,1
531,219,249364,1
531,219,249364,1
539,219,252547,1
539,220,253181,1
538,219,260147,1
532,217,274879,1
532,217,274879,1
532,218,275074,1
530,219,280508,1
521,204,346939,1
521,204,347458,0
521,204,351590,1
521,204,352313,0
521,204,356321,1
521,204,356804,0
521,204,361029,1
525,203,362677,0
526,203,367641,0
525,202,368020,0
526,202,368357,0
525,200,369638,0
529,204,370980,0
524,202,371354,0
529,204,371932,1
529,204,372632,0
529,203,372918,0
525,201,373397,0
528,204,373753,0
521,204,376039,0
529,203,376577,1
529,203,377022,0
528,203,377639,0
526,201,377761,0
524,201,378007,0
527,201,379003,0
527,200,379046,0
526,200,379221,0
529,202,379560,0
528,203,381239,1
529,202,381278,1
529,203,381390,1
528,203,381721,0
529,203,381782,0
529,202,382044,0
523,201,383279,0
521,204,384943,1
528,202,385257,0
521,204,385416,0
528,202,385944,1
529,202,386106,1
528,202,386883,0
525,199,386992,0
527,202,386994,0
529,202,387506,0
528,201,387858,0
520,203,389330,1
521,204,389639,1
520,203,390006,0
521,204,390178,0
527,202,390644,1
528,201,390667,1
524,200,390724,0
528,202,390822,1
528,202,391309,0
523,200,391454,0
530,202,392573,0
520,203,394156,1
520,204,394287,1
521,204,394533,1
528,201,394539,0
520,203,394733,0
520,204,394991,0
528,201,395586,1
528,201,396408,0
529,201,397453,0
521,204,398261,0
520,203,399053,1
520,203,399640,0
522,200,399972,0
528,201,400253,1
528,201,400253,1
527,201,400271,1
528,202,400347,1
529,201,400383,1
529,200,400476,1
527,201,400687,0
528,202,400824,0
528,201,400890,0
529,201,400987,0
529,200,401228,0
527,201,404874,1
527,200,404928,1
529,200,404972,1
528,201,404976,1
528,202,405020,1
527,201,405449,0
528,201,405464,0
527,200,405685,0
524,199,406333,0
529,200,406380,0
529,199,407302,0
520,201,407808,0
527,201,409467,1
529,200,409614,1
526,201,409637,1
528,201,409729,1
529,199,409739,1
527,201,409751,1
526,201,410070,0
527,201,410080,0
528,201,410235,0
529,199,410810,0
528,200,411025,0
526,201,414208,1
527,201,414406,1
527,200,414409,1
528,200,414410,1
528,201,414531,1
529,199,414577,1
527,201,414939,0
527,200,414957,0
526,201,415079,0
528,201,415144,0
528,200,415360,0
528,199,416484,0
530,201,416690,0
526,201,417191,1
529,199,418340,0
527,201,418925,1
526,201,418960,1
526,200,419008,1
528,199,419020,1
528,201,419069,1
528,200,419072,1
527,200,419085,1
527,201,419143,1
529,199,419146,1
527,201,419418,0
526,201,419462,0
526,200,419487,0
527,200,419518,0
528,200,419780,0
528,201,420094,0
529,199,420204,0
528,199,420714,0
526,199,420934,0
529,200,422247,0
525,203,422875,1
526,203,422992,1
526,201,423237,1
525,201,423308,1
526,200,423437,1
528,201,423617,1
525,201,424164,0
526,201,424536,0
526,200,424769,0
527,199,424948,0
527,201,425030,0
527,200,426834,0
524,200,427887,1
528,201,427901,0
525,201,427980,1
526,201,428116,1
526,200,428220,1
527,201,428224,1
525,202,428293,1
527,200,428409,1
528,201,428420,1
526,202,428452,1
527,201,428455,1
526,201,428474,1
529,200,428537,1
526,202,428780,0
525,202,428817,0
526,201,428846,0
527,201,428887,0
524,200,429086,0
526,200,429483,0
527,200,429788,0
528,201,429811,0
529,200,432757,0
525,202,432942,1
526,200,433004,1
526,201,433092,1
527,201,433245,1
524,202,433263,1
528,201,433288,1
527,200,433296,1
526,202,433319,1
529,200,433392,1
527,202,433403,1
526,202,433642,0
527,201,433782,0
527,202,433942,0
526,201,433982,0
524,202,434047,0
527,200,434472,0
528,201,434671,0
524,200,437827,1
526,201,437923,1
524,202,438020,1
525,201,438028,1
527,197,438035,0
527,202,438088,1
527,201,438126,1
526,202,438137,1
528,201,438173,1
527,200,438194,1
526,201,438204,1
526,200,438220,1
526,199,438374,1
528,200,438380,1
527,199,438382,1
528,199,438398,1
527,201,438412,1
529,200,438455,1
529,199,438497,1
526,201,438577,0
526,202,438598,0
525,201,438611,0
527,201,438655,0
526,200,438741,0
528,200,438930,0
528,200,438930,0
527,200,438990,0
529,199,439069,0
529,200,439079,0
528,199,439337,0
528,201,439509,0
528,198,439923,0
527,199,440379,0
525,201,442088,1
517,197,442286,1
526,200,442740,1
526,201,442773,1
517,197,442774,0
526,203,442893,1
526,202,442906,1
527,201,442919,1
528,201,442985,1
529,202,443052,1
526,202,443323,0
