x,y,t
-0.080,0.046,-0.584
-0.052,0.130,-0.946
0.023,-0.020,0.720
-0.090,-0.048,0.685
0.004,-0.010,0.785
-0.024,0.102,-0.721
-0.015,0.074,0.050
-0.005,-0.038,0.826
0.088,0.018,0.038
0.013,0.027,-0.390
-0.090,-0.057,0.637
-0.034,-0.001,-0.576
0.079,0.008,-0.054
0.070,-0.020,-0.052
0.032,-0.001,0.428
-0.071,0.008,0.487
0.070,-0.001,-0.086
0.060,-0.067,-0.416
-0.062,-0.029,0.632
-0.071,0.083,0.359
0.088,-0.038,-0.384
-0.052,-0.048,-0.487
-0.015,-0.095,0.828
-0.024,-0.057,0.847
-0.071,-0.010,-0.087
0.070,0.018,0.055
-0.005,-0.123,0.735
-0.052,0.065,-0.796
-0.071,0.027,0.676
-0.034,0.036,-0.708
0.023,0.018,-0.060
-0.024,0.046,-0.502
0.032,-0.123,0.755
-0.071,0.046,0.597
-0.062,-0.038,0.706
0.023,0.055,-0.295
-0.043,-0.001,0.276
0.051,0.027,0.452
0.060,0.065,-0.839
0.088,-0.029,-0.410
-0.034,-0.001,0.214
-0.052,0.018,0.225
0.023,-0.085,0.724
0.070,0.008,-0.347
-0.024,0.046,0.558
0.051,0.055,-0.951
0.060,0.036,-0.741
0.023,0.008,-0.756
0.032,0.055,-0.055
-0.118,-0.076,0.677
-0.034,-0.038,-0.140
0.004,-0.048,0.780
0.004,0.018,0.084
0.023,0.046,-0.140
0.023,-0.067,-0.334
0.041,-0.010,-0.270
0.013,-0.123,0.713
0.032,-0.057,-0.395
0.116,-0.048,-0.404
0.023,-0.010,-0.348
-0.043,0.018,-0.685
-0.024,0.018,0.176
0.013,-0.029,-0.164
0.004,-0.038,-0.347
0.004,0.008,0.706
0.060,0.046,-0.890
-0.015,-0.123,0.796
0.145,0.008,-0.608
0.032,0.027,0.109
-0.099,0.065,0.290
0.041,-0.020,-0.423
0.013,-0.010,-0.165
0.060,0.027,-0.655
-0.034,0.036,0.629
0.023,0.074,-0.016
-0.090,-0.085,0.707
0.070,0.018,0.055
-0.062,0.074,-0.807
-0.034,-0.020,0.497
-0.015,-0.085,-0.244
-0.034,0.055,0.117
-0.062,0.036,0.218
0.023,0.055,0.247
-0.146,-0.038,0.645
-0.024,-0.001,0.274
0.004,-0.020,-0.339
0.013,0.055,0.140
-0.052,0.027,0.751
0.023,0.055,-0.409
-0.034,0.008,0.227
0.032,-0.038,0.761
-0.071,0.036,0.252
-0.052,0.018,-0.667
-0.024,0.008,0.215
-0.005,-0.123,0.803
0.023,-0.038,-0.347
