x,y,t,p
1271,511,0,1
1270,509,154,0
1278,515,188,0
1275,512,219,1
1270,512,295,1
1263,514,470,1
1276,512,489,1
1275,517,549,0
1273,517,569,0
1276,515,607,0
1269,512,668,1
1278,513,700,0
1274,512,704,1
1277,511,747,1
1277,514,791,0
1266,513,879,1
1270,511,908,1
1268,512,956,1
1276,507,964,1
1277,513,982,0
1269,509,993,0
1278,503,1002,1
1267,512,1034,1
1268,513,1047,1
1278,510,1107,1
1278,514,1143,0
1272,510,1154,0
1265,513,1166,1
1269,511,1256,1
1268,511,1314,1
1277,505,1363,1
1273,512,1379,1
1276,511,1394,1
1271,514,1419,1
1275,506,1426,1
1277,509,1429,1
1278,505,1429,1
1276,513,1482,0
1272,513,1491,1
1278,513,1609,0
1276,514,1620,0
1273,513,1635,1
1275,514,1635,0
1263,513,1637,1
1265,512,1646,1
1276,510,1658,1
1266,512,1684,1
1275,510,1742,1
1276,505,1764,1
1264,513,1801,1
1273,511,1821,1
1275,509,1824,1
1277,513,1835,0
1278,506,1849,1
1278,507,1914,1
1276,512,1934,0
1271,513,2010,1
1270,513,2011,1
1277,512,2016,0
1271,511,2048,1
1272,511,2062,1
1269,513,2092,1
1278,504,2095,1
1273,506,2108,1
1277,504,2112,1
1277,510,2168,1
1275,507,2185,1
1274,514,2222,0
1271,512,2373,1
1274,511,2380,1
1264,512,2464,1
1275,512,2481,0
1277,515,2498,0
1275,502,2521,1
1275,502,2521,1
1260,513,2582,1
1263,512,2629,1
1266,508,2648,0
1275,513,2659,0
1274,513,2665,0
1266,511,2678,1
1276,513,2705,0
1276,504,2712,1
1272,506,2731,1
1278,505,2756,1
1262,512,2761,1
1275,504,2762,1
1273,513,2779,0
1277,505,2819,1
1274,509,2828,1
1275,503,2892,1
1271,517,2905,0
1267,513,2981,1
1267,513,2982,1
1271,511,3007,1
1273,514,3022,0
1276,509,3070,1
1273,512,3083,0
1277,503,3084,1
1274,512,3085,0
1265,511,3109,1
1268,509,3110,0
1274,502,3112,1
1276,503,3118,1
1271,514,3128,0
1267,512,3138,1
1275,509,3180,1
1270,512,3204,1
1265,508,3247,0
1261,512,3270,1
1276,512,3283,0
1269,512,3283,1
1273,509,3318,1
1268,512,3341,1
1266,510,3345,1
1264,511,3389,1
1270,511,3398,1
1276,505,3407,1
1277,504,3473,1
1278,504,3474,1
1268,511,3503,1
1278,512,3565,0
1275,512,3568,0
1274,507,3585,1
1278,503,3600,1
1272,510,3604,1
1267,509,3616,0
1274,505,3710,1
1273,507,3729,1
1263,510,3753,1
1275,505,3769,1
1273,501,3803,1
1267,511,3829,1
1271,513,3835,0
1274,504,3862,1
1269,511,3864,1
1276,504,3905,1
1275,504,3907,1
1268,513,3919,1
1272,513,3931,0
1263,511,3934,1
1265,510,3976,1
1266,512,3989,1
1273,504,4015,1
1265,512,4023,1
1270,513,4025,0
1268,510,4025,1
1274,503,4033,1
1277,501,4092,1
1275,510,4164,1
1273,513,4211,0
1274,509,4214,1
1278,501,4222,1
1278,501,4222,1
1264,510,4273,1
1267,510,4282,1
1273,509,4302,1
1272,512,4311,0
1264,508,4338,0
1267,512,4378,1
1262,511,4379,1
1271,509,4385,1
1269,510,4456,1
1276,502,4485,1
1270,509,4493,1
1278,499,4496,1
1271,508,4507,1
1271,511,4516,0
1272,509,4531,1
1266,509,4536,0
1271,512,4572,0
1273,512,4572,0
1263,510,4581,1
1273,503,4603,1
1272,508,4637,1
1278,504,4643,0
1270,512,4689,0
1276,501,4714,1
1278,498,4754,1
1271,514,4758,0
1275,503,4791,1
1277,502,4805,1
1275,504,4811,1
1269,513,4857,0
1276,503,4860,1
1269,514,4872,0
1277,511,4900,0
1272,504,4909,1
1270,513,4926,0
1272,511,4939,0
1272,503,4949,1
1271,502,4994,1
1265,512,5004,1
1269,509,5071,1
1271,503,5083,1
1278,510,5085,0
1263,508,5097,0
1268,510,5101,1
1275,502,5142,1
1275,502,5142,1
1274,504,5160,1
1273,504,5168,1
1276,511,5195,0
1270,514,5222,0
1277,498,5282,1
1271,506,5290,1
1277,499,5332,1
1278,504,5336,0
1270,511,5344,0
1268,513,5385,0
1275,509,5444,0
1267,512,5451,0
1267,512,5451,0
1270,506,5464,1
1269,508,5518,1
1274,503,5524,1
1273,502,5528,1
1278,505,5547,0
1268,509,5552,1
1268,514,5553,0
1274,512,5574,0
1269,511,5576,0
1272,505,5590,1
1276,500,5594,1
1272,502,5599,1
1276,498,5627,1
1267,509,5686,1
1270,508,5697,1
1271,513,5732,0
1278,506,5769,0
1277,504,5796,0
1277,505,5816,0
1268,512,5817,0
1275,506,5821,0
1269,512,5822,0
1276,509,5823,0
1278,503,5852,0
1274,502,5868,1
1271,504,5870,1
1278,507,5924,0
1276,504,6028,0
1272,504,6072,1
1275,500,6072,1
1275,500,6072,1
1271,509,6085,1
1276,503,6114,0
1274,511,6116,0
1271,511,6130,0
1264,511,6135,1
1264,511,6136,1
1266,510,6156,1
1275,498,6158,1
1270,504,6196,1
1273,503,6221,1
1262,508,6221,0
1266,509,6229,1
1275,504,6261,0
1270,503,6269,1
1274,509,6282,0
1275,509,6324,0
1267,512,6368,0
1277,507,6375,0
1265,512,6376,0
1271,503,6390,1
1272,503,6394,1
1270,509,6435,1
1273,511,6437,0
1274,507,6513,0
1263,514,6540,0
1269,508,6558,1
1270,502,6569,1
1276,505,6588,0
1266,512,6600,0
1268,511,6688,0
1254,510,6844,1
1269,503,6854,1
1277,503,6872,0
1273,509,6938,0
1272,501,6979,1
1274,498,6988,1
1266,508,7068,1
1272,502,7070,1
1269,502,7099,1
1268,510,7120,0
1271,502,7200,1
1270,512,7234,0
1277,502,7279,0
1275,503,7295,0
1269,511,7329,0
1273,500,7330,1
1268,508,7330,1
1273,506,7352,0
1270,501,7367,1
1276,503,7369,0
1269,504,7382,1
1268,503,7470,1
1274,504,7478,0
1275,505,7495,0
1265,513,7497,0
1268,502,7511,1
1271,503,7538,1
1274,503,7549,0
1272,514,7549,0
1270,503,7570,1
1266,510,7614,0
1277,499,7634,0
1264,513,7638,0
1272,504,7698,0
1275,504,7719,0
1265,507,7740,1
1271,501,7779,1
1265,511,7799,0
1267,513,7827,0
1273,504,7828,0
1274,502,7834,0
1267,511,7840,0
1267,503,7847,1
1264,508,7884,1
1264,508,7884,1
1269,503,7946,1
1268,504,7991,1
1269,501,7999,1
1263,509,8006,1
1266,507,8020,1
1264,511,8046,0
1266,511,8079,0
1262,512,8093,0
1270,502,8108,1
1257,509,8121,1
1267,507,8213,1
1277,501,8217,0
1253,509,8249,1
1273,497,8293,1
1265,508,8301,1
1260,513,8398,0
1272,502,8434,0
1268,503,8605,1
1256,506,8618,0
1256,508,8624,1
1269,502,8626,1
