x,y,t,p
1274,534,0,0
1275,532,108,0
1277,532,137,0
1274,531,188,1
1277,533,384,0
1273,535,392,0
1272,534,414,0
1273,533,427,0
1275,535,454,0
1274,533,484,0
1273,534,628,0
1276,534,660,0
1273,531,671,1
1274,534,811,0
1272,535,824,0
1276,535,898,0
1272,533,1053,0
1273,533,1127,0
1275,534,1175,0
1274,532,1253,0
1270,534,1291,0
1276,532,1369,0
1271,534,1382,0
1273,534,1404,0
1272,534,1576,0
1272,531,1605,1
1272,533,1675,0
1276,533,1738,0
1271,533,1921,0
1274,535,1995,0
1272,532,2102,0
1273,532,2318,0
1273,535,2421,0
1269,534,2509,0
1271,534,2531,0
1270,533,2536,0
1271,535,2537,0
1270,535,2653,0
1270,534,2672,0
1271,532,2720,0
1272,533,2732,0
1271,533,2808,0
1272,534,2809,0
1272,535,2840,0
1270,531,3010,1
1278,529,3023,1
1278,535,3244,1
1278,533,3263,1
1268,534,3331,0
1269,533,3358,0
1270,533,3358,0
1270,534,3413,0
1278,534,3456,1
1277,534,3459,1
1277,530,3503,1
1277,529,3558,1
1277,532,3565,1
1276,532,3668,1
1270,532,3686,0
1268,533,3697,0
1274,533,3704,0
1269,534,3743,0
1273,533,3769,0
1271,534,3782,0
1267,534,3814,0
1276,533,3883,1
1278,529,4020,1
1278,529,4020,1
1277,534,4050,1
1276,529,4080,1
1277,535,4180,1
1269,533,4207,0
1269,532,4240,0
1278,535,4285,1
1269,535,4436,0
1268,533,4475,0
1277,533,4499,1
1270,534,4520,0
1278,534,4522,1
1276,535,4538,1
1278,530,4560,1
1268,534,4591,0
1278,526,4597,1
1277,534,4601,1
1276,530,4604,1
1277,529,4657,1
1275,530,4680,1
1266,534,4746,0
1269,534,4806,0
1267,533,4810,0
1268,532,4849,0
1278,533,4865,1
1276,533,4935,1
1271,535,4952,0
1276,529,4975,1
1277,525,5017,1
1275,532,5025,1
1270,535,5039,0
1266,533,5126,0
1276,532,5136,1
1267,534,5191,0
1277,526,5195,1
