Unnamed: 0,nframe_81713415200,absframe_81713415200,x0_81713415200,y0_81713415200,area_81713415200,yadj_81713415200,flower_81713415200,visit_num_81713415200,sx_81713415200,sy_81713415200,speeds_81713415200
0,0,260676,1630.0,37.0,1088.0,1043.0,,,1630.0,1043.0,29.652150006365478
1,1,260677,1624.0,96.0,863.0,984.0,,,1627.0,1013.5,26.51048010797904
2,2,260678,1602.0,142.0,2032.0,938.0,,,1618.6666666666667,988.3333333333334,50.46560985243101
3,3,260679,1570.0,176.0,1280.0,904.0,,,1598.6666666666667,942.0,49.68008767213595
4,4,260680,1546.0,223.0,775.0,857.0,,,1572.6666666666667,899.6666666666666,45.968588308877926
5,5,260681,1515.0,249.0,152.0,831.0,,,1543.6666666666667,864.0,37.81827894315425
6,6,260682,1496.0,262.0,161.0,818.0,,,1519.0,835.3333333333334,27.335365778094648
7,7,260683,1481.0,273.0,864.0,807.0,,,1497.3333333333333,818.6666666666666,19.938795238317407
8,8,260684,1468.0,286.0,1431.0,794.0,,,1481.6666666666667,806.3333333333334,21.95196776803602
9,9,260685,1452.0,311.0,1760.0,769.0,,,1467.0,790.0,23.835081520966312
10,10,260686,1433.0,326.0,1890.0,754.0,,,1451.0,772.3333333333334,23.80009337049841
11,11,260687,1425.0,343.0,1704.0,737.0,,,1436.6666666666667,753.3333333333334,21.5122704003501
12,12,260688,1410.0,360.0,1736.0,720.0,,,1422.6666666666667,737.0,19.576062480034828
13,13,260689,1393.0,369.0,1845.0,711.0,,,1409.3333333333333,722.6666666666666,19.57606248003459
14,14,260690,1382.0,383.0,1213.0,697.0,7.0,1.0,1395.0,709.3333333333334,21.137118483316986
15,15,260691,1360.0,399.0,343.0,681.0,7.0,1.0,1378.3333333333333,696.3333333333334,19.88857852023505
16,16,260692,1347.0,407.0,217.0,673.0,7.0,1.0,1363.0,683.6666666666666,18.648800974265757
17,17,260693,1333.0,410.0,216.0,670.0,7.0,1.0,1346.6666666666667,674.6666666666666,14.24000624219596
18,18,260694,1319.0,411.0,372.0,669.0,7.0,1.0,1333.0,670.6666666666666,14.429907214608829
19,19,260695,1304.0,412.0,989.0,668.0,,,1318.6666666666667,669.0,8.749603165604592
20,20,260696,1308.0,418.0,860.0,662.0,,,1310.3333333333333,666.3333333333334,5.0990195135927845
21,21,260697,1304.0,414.0,849.0,666.0,,,1305.3333333333333,665.3333333333334,0.7453559925000147
22,22,260698,1306.0,413.0,754.0,667.0,,,1306.0,665.0,1.0540925533894718
23,23,260699,1305.0,417.0,1052.0,663.0,,,1305.0,665.3333333333334,3.282952600598717
24,24,260700,1313.0,418.0,1249.0,662.0,,,1308.0,664.0,3.333333333333303
25,25,260701,1312.0,421.0,1145.0,659.0,,,1310.0,661.3333333333334,4.346134936801693
26,26,260702,1318.0,418.0,1316.0,662.0,,,1314.3333333333333,661.0,5.011098792790972
27,27,260703,1328.0,419.0,1610.0,661.0,,,1319.3333333333333,660.6666666666666,4.3461349368018505
28,28,260704,1323.0,414.0,1571.0,666.0,,,1323.0,663.0,2.6034165586356
29,29,260705,1323.0,412.0,1544.0,668.0,7.0,1.0,1324.6666666666667,665.0,2.8674417556809506
30,30,260706,1323.0,412.0,1519.0,668.0,7.0,1.0,1323.0,667.3333333333334,0.6666666666666288
31,31,260707,1323.0,412.0,1515.0,668.0,7.0,1.0,1323.0,668.0,0.3333333333332575
32,32,260708,1322.0,412.0,1481.0,668.0,7.0,1.0,1322.6666666666667,668.0,0.3333333333333712
33,33,260709,1323.0,411.0,1418.0,669.0,7.0,1.0,1322.6666666666667,668.3333333333334,0.3333333333332575
34,34,260710,1323.0,411.0,1383.0,669.0,7.0,1.0,1322.6666666666667,668.6666666666666,0.4714045207910048
35,35,260711,1323.0,411.0,1368.0,669.0,7.0,1.0,1323.0,669.0,0.0
36,36,260712,1323.0,411.0,1385.0,669.0,7.0,1.0,1323.0,669.0,0.3333333333332575
37,37,260713,1322.0,411.0,1366.0,669.0,7.0,1.0,1322.6666666666667,669.0,0.3333333333334849
38,38,260714,1322.0,411.0,1393.0,669.0,7.0,1.0,1322.3333333333333,669.0,0.3333333333332575
39,39,260715,1322.0,411.0,1393.0,669.0,7.0,1.0,1322.0,669.0,0.0
40,40,260716,1322.0,411.0,1347.0,669.0,7.0,1.0,1322.0,669.0,0.0
41,41,260717,1322.0,411.0,1375.0,669.0,7.0,1.0,1322.0,669.0,0.4714045207910048
42,42,260718,1323.0,410.0,1353.0,670.0,7.0,1.0,1322.3333333333333,669.3333333333334,1.7950549357115575
43,43,260719,1327.0,409.0,1372.0,671.0,7.0,1.0,1324.0,670.0,2.108185106778908
44,44,260720,1328.0,409.0,1317.0,671.0,7.0,1.0,1326.0,670.6666666666666,2.027587510099413
45,45,260721,1329.0,409.0,1260.0,671.0,7.0,1.0,1328.0,671.0,0.7453559925000147
46,46,260722,1329.0,408.0,1199.0,672.0,7.0,1.0,1328.6666666666667,671.3333333333334,0.7453559924998622
47,47,260723,1329.0,407.0,1248.0,673.0,7.0,1.0,1329.0,672.0,1.0
48,48,260724,1329.0,406.0,1259.0,674.0,7.0,1.0,1329.0,673.0,1.0
49,49,260725,1329.0,405.0,1209.0,675.0,7.0,1.0,1329.0,674.0,0.6666666666666288
50,50,260726,1329.0,405.0,1209.0,675.0,7.0,1.0,1329.0,674.6666666666666,0.3333333333333712
51,51,260727,1329.0,405.0,1059.0,675.0,7.0,1.0,1329.0,675.0,0.7453559924998622
52,52,260728,1328.0,403.0,1016.0,677.0,7.0,1.0,1328.6666666666667,675.6666666666666,0.4714045207910048
53,53,260729,1330.0,404.0,966.0,676.0,7.0,1.0,1329.0,676.0,3.333333333333303
