Unnamed: 0,nframe_40913315501,absframe_40913315501,x0_40913315501,y0_40913315501,area_40913315501,yadj_40913315501,flower_40913315501,visit_num_40913315501,sx_40913315501,sy_40913315501,speeds_40913315501
0,0,172544,74.0,633.0,850.0,447.0,,,74.0,447.0,21.289668856043768
1,1,172545,81.0,591.0,906.0,489.0,,,77.5,468.0,19.65889677022144
2,2,172546,96.0,556.0,914.0,524.0,,,83.66666666666667,486.6666666666667,33.57413025265466
3,3,172547,123.0,545.0,680.0,535.0,,,100.0,516.0,27.539870087646467
4,4,172548,146.0,540.0,899.0,540.0,,,121.66666666666669,533.0,21.429470880593904
5,5,172549,158.0,539.0,989.0,541.0,,,142.33333333333334,538.6666666666666,12.445436468396304
6,6,172550,160.0,540.0,848.0,540.0,,,154.66666666666666,540.3333333333334,6.699917080747276
7,7,172551,166.0,538.0,508.0,542.0,,,161.33333333333334,541.0,2.8674417556808383
8,8,172552,165.0,534.0,230.0,546.0,,,163.66666666666666,542.6666666666666,8.006941432976209
9,9,172553,161.0,516.0,1148.0,564.0,,,164.0,550.6666666666666,10.33870827951392
10,10,172554,165.0,507.0,619.0,573.0,,,163.66666666666666,561.0,13.207741837439272
11,11,172555,192.0,505.0,1100.0,575.0,,,172.66666666666666,570.6666666666666,17.18203195847985
12,12,172556,210.0,500.0,797.0,580.0,,,189.0,576.0,17.48967949645989
13,13,172557,217.0,500.0,105.0,580.0,,,206.33333333333331,578.3333333333334,8.333333333333314
14,14,172558,217.0,505.0,152.0,575.0,,,214.66666666666663,578.3333333333334,7.378647873726221
15,15,172559,217.0,521.0,285.0,559.0,,,217.0,571.3333333333334,7.36357401145821
16,16,172560,215.0,522.0,449.0,558.0,,,216.33333333333331,564.0,2.0
17,17,172561,211.0,505.0,646.0,575.0,,,214.33333333333331,564.0,6.128258770283381
18,18,172562,210.0,504.0,651.0,576.0,,,212.0,569.6666666666666,3.5901098714230413
19,19,172563,211.0,512.0,985.0,568.0,,,210.66666666666663,573.0,3.1446603773521797
20,20,172564,216.0,513.0,776.0,567.0,,,212.33333333333331,570.3333333333334,4.8534065928536805
21,21,172565,224.0,508.0,119.0,572.0,,,217.0,569.0,9.718253158075507
22,22,172566,236.0,497.0,311.0,583.0,,,225.33333333333331,574.0,10.54092553389459
23,23,172567,242.0,495.0,85.0,585.0,,,234.0,580.0,6.616477747093075
24,24,172568,237.0,493.0,102.0,587.0,,,238.33333333333331,585.0,3.3333333333333486
25,25,172569,228.0,491.0,301.0,589.0,,,235.66666666666663,587.0,6.7494855771055
26,26,172570,225.0,484.0,351.0,596.0,,,230.0,590.6666666666666,4.955356249106231
27,27,172571,227.0,482.0,341.0,598.0,,,226.66666666666663,594.3333333333334,2.6874192494328595
28,28,172572,236.0,490.0,418.0,590.0,,,229.33333333333331,594.6666666666666,9.006170724070861
29,29,172573,252.0,485.0,146.0,595.0,,,238.33333333333331,594.3333333333334,8.393118874676096
30,30,172574,252.0,485.0,206.0,595.0,,,246.66666666666663,593.3333333333334,5.587684871413401
