x,y,t
-0.289,-0.091,-0.739
-0.193,-0.004,-0.397
-0.159,0.013,-0.405
0.110,0.039,0.234
0.344,0.091,0.886
0.179,0.048,0.332
-0.245,-0.056,-0.419
-0.237,-0.091,-0.709
-0.150,-0.108,-0.409
0.162,0.056,0.341
0.006,-0.004,-0.029
-0.124,-0.048,-0.317
0.093,-0.004,0.277
-0.124,-0.030,-0.204
0.127,0.022,0.167
-0.297,-0.082,-0.716
-0.115,-0.013,-0.096
-0.003,0.022,0.360
-0.089,0.013,-0.137
-0.202,0.004,-0.310
-0.089,-0.048,-0.164
-0.020,0.048,0.105
-0.055,0.030,-0.030
-0.141,0.022,-0.307
-0.185,-0.013,-0.450
-0.029,0.004,-0.006
-0.245,-0.065,-0.542
0.205,0.074,0.588
0.327,0.065,0.756
0.032,0.056,0.229
0.171,0.022,0.304
-0.141,-0.030,-0.474
-0.115,0.039,-0.279
-0.202,-0.056,-0.589
-0.358,-0.134,-0.767
0.110,-0.004,0.190
0.231,0.082,0.672
0.188,0.048,0.441
-0.150,-0.022,-0.222
-0.219,-0.039,-0.443
-0.228,-0.100,-0.572
0.249,0.082,0.587
-0.271,-0.074,-0.749
0.188,0.091,0.377
-0.081,-0.048,-0.205
0.231,0.056,0.413
-0.193,-0.056,-0.343
-0.237,-0.013,-0.407
-0.089,-0.013,-0.338
-0.263,-0.126,-0.705
0.119,0.056,0.421
-0.159,-0.082,-0.441
-0.046,-0.056,-0.154
0.318,0.056,0.587
0.058,0.022,0.027
0.327,0.108,0.677
-0.176,0.013,-0.461
0.249,0.039,0.527
-0.315,-0.004,-0.778
-0.081,-0.030,-0.191
-0.271,-0.022,-0.393
0.344,0.065,0.675
0.231,0.100,0.520
-0.185,-0.030,-0.435
0.032,0.030,0.171
0.214,0.039,0.502
0.179,0.091,0.588
0.162,0.048,0.501
0.223,0.108,0.503
0.145,0.013,0.227
0.231,0.082,0.636
0.292,0.013,0.556
-0.193,-0.082,-0.641
-0.029,-0.039,-0.007
-0.185,0.013,-0.415
0.223,0.056,0.479
0.361,0.004,0.789
-0.306,-0.065,-0.591
0.283,0.074,0.627
0.136,0.022,0.279
-0.107,-0.013,-0.269
-0.107,0.030,-0.226
-0.167,-0.065,-0.424
-0.176,0.022,-0.403
-0.124,-0.030,-0.458
0.318,0.039,0.748
-0.332,-0.056,-0.714
-0.219,-0.030,-0.519
0.006,-0.004,-0.142
-0.228,-0.065,-0.650
0.231,0.039,0.381
-0.159,-0.048,-0.306
0.301,0.065,0.705
0.093,0.013,0.042
0.049,0.013,0.184
-0.315,-0.030,-0.690
0.266,0.013,0.634
0.162,-0.022,0.460
0.136,0.004,0.296
-0.089,-0.013,-0.180
0.188,0.065,0.413
0.058,0.022,0.164
-0.072,0.022,-0.144
-0.211,-0.039,-0.421
0.127,0.039,0.167
0.353,0.048,0.778
-0.323,-0.082,-0.756
-0.011,0.039,-0.056
0.101,0.074,0.338
-0.254,-0.074,-0.559
0.110,0.039,0.309
0.127,-0.039,0.330
0.171,0.065,0.352
0.257,0.030,0.621
-0.332,-0.117,-0.771
-0.081,-0.039,-0.149
-0.263,-0.004,-0.613
0.110,0.074,0.354
0.136,0.022,0.301
0.249,0.074,0.536
0.127,0.039,0.455
-0.133,-0.022,-0.227
0.240,0.030,0.504
-0.367,-0.048,-0.663
0.301,0.108,0.786
0.145,0.022,0.335
-0.055,-0.030,-0.244
-0.332,-0.074,-0.730
0.396,0.039,0.801
-0.185,-0.082,-0.456
-0.185,-0.074,-0.419
0.110,-0.022,0.195
0.214,0.039,0.484
0.188,0.039,0.368
0.119,-0.022,0.307
0.292,0.065,0.788
0.188,-0.039,0.484
-0.020,-0.013,-0.133
-0.193,0.004,-0.499
-0.046,-0.048,-0.194
0.197,0.039,0.520
0.309,0.039,0.802
0.335,0.082,0.708
-0.263,-0.039,-0.499
0.283,0.039,0.531
0.171,-0.022,0.489
0.353,0.022,0.882
0.240,0.056,0.635
-0.271,-0.143,-0.599
0.353,0.065,0.810
-0.107,-0.013,-0.211
-0.358,-0.108,-0.838
0.145,0.048,0.352
-0.254,-0.039,-0.527
0.318,0.082,0.588
-0.124,-0.022,-0.343
0.084,0.065,0.304
0.197,0.091,0.538
