x,y,t
0.098,-0.010,-0.064
-0.023,-0.010,-0.098
-0.014,0.102,-0.551
-0.079,-0.001,-0.389
0.033,-0.029,0.524
0.052,0.018,-0.360
-0.023,0.018,-0.530
-0.042,-0.029,0.360
-0.070,-0.085,0.923
0.033,0.037,-0.452
-0.004,0.037,-0.826
-0.079,-0.010,-0.376
-0.032,0.046,-0.827
0.033,-0.019,0.391
-0.051,-0.010,0.200
-0.042,-0.010,-0.031
0.061,-0.038,0.649
-0.023,0.009,-0.240
-0.032,-0.001,-0.041
-0.032,-0.019,0.377
0.061,-0.010,0.062
-0.023,0.037,-0.807
-0.023,0.009,-0.243
-0.014,-0.001,-0.080
0.042,-0.019,0.914
-0.032,-0.001,-0.346
0.042,-0.029,0.661
-0.023,0.027,-0.665
0.014,0.083,-0.633
-0.042,-0.066,0.772
0.014,-0.029,-0.092
0.070,-0.001,-0.091
-0.032,-0.066,0.925
-0.060,-0.019,-0.083
-0.042,0.027,-0.064
0.070,-0.001,-0.359
-0.042,0.009,-0.400
-0.070,0.018,-0.244
0.033,-0.029,0.923
0.061,-0.001,-0.370
-0.023,0.009,-0.512
0.061,-0.047,0.945
0.005,0.065,-0.186
0.080,0.037,-0.673
-0.032,-0.010,0.951
-0.042,0.009,-0.516
0.080,-0.019,0.369
0.052,-0.010,0.514
-0.032,0.009,-0.382
0.061,-0.019,0.072
-0.042,-0.019,0.342
-0.042,0.018,-0.372
0.052,-0.038,0.931
-0.070,0.018,-0.650
-0.023,0.009,-0.245
-0.079,-0.029,0.352
-0.032,0.018,-0.527
0.014,-0.038,0.632
0.033,-0.038,0.808
0.005,0.065,-0.279
-0.032,0.018,-0.652
0.024,-0.029,0.799
0.070,0.018,-0.362
-0.051,0.018,-0.515
-0.070,-0.001,-0.222
-0.079,-0.001,-0.232
0.098,-0.029,0.081
0.042,0.027,-0.684
-0.023,-0.001,0.965
-0.060,-0.029,0.364
-0.079,-0.029,0.066
0.042,0.046,-0.838
0.042,-0.001,-0.221
