x,y,t
-0.054,-0.005,-0.159
-0.032,-0.157,-0.294
0.207,0.278,0.352
0.077,0.060,0.149
0.055,0.126,0.418
-0.097,-0.005,-0.319
-0.184,-0.135,-0.360
0.164,-0.070,0.225
0.120,0.169,0.633
-0.140,-0.026,-0.004
0.185,0.234,0.287
-0.097,-0.026,-0.006
-0.054,-0.005,-0.240
0.055,0.017,-0.391
-0.119,-0.178,-0.394
0.033,-0.048,-0.031
-0.075,0.039,-0.230
0.077,0.147,0.143
0.012,0.039,0.164
0.185,-0.070,0.066
-0.075,0.039,0.108
0.012,0.082,0.319
0.055,0.191,0.184
0.142,0.104,-0.138
0.033,-0.157,-0.128
0.055,-0.005,0.254
-0.119,-0.048,-0.352
-0.292,-0.092,-0.363
0.142,0.234,0.251
0.185,-0.005,0.062
0.098,-0.092,0.131
0.055,0.104,-0.007
-0.162,-0.092,-0.180
0.142,0.212,0.715
0.012,-0.135,-0.023
0.033,0.039,0.265
0.164,0.212,0.267
-0.075,-0.092,-0.417
-0.054,-0.026,-0.389
-0.162,-0.113,-0.389
0.185,-0.113,0.199
-0.140,-0.200,-0.101
0.207,0.256,0.344
0.142,-0.048,0.283
0.012,-0.026,0.073
0.055,0.191,0.264
0.098,0.039,-0.332
-0.184,0.017,-0.132
0.033,-0.157,-0.183
-0.162,-0.005,-0.149
0.012,-0.113,-0.033
0.185,0.082,0.313
-0.140,-0.026,-0.432
0.185,0.321,0.530
-0.119,-0.092,-0.373
0.055,-0.070,-0.149
0.012,-0.070,-0.259
-0.054,-0.026,0.042
0.012,0.039,0.085
-0.184,-0.026,-0.435
0.164,0.017,0.425
0.012,-0.070,0.102
0.012,0.126,0.060
-0.010,0.169,0.368
0.055,-0.070,-0.149
0.033,0.212,0.633
-0.097,-0.135,-0.403
0.142,-0.113,-0.020
-0.032,-0.005,-0.123
0.207,0.299,0.691
0.185,-0.005,0.191
-0.249,-0.092,-0.317
-0.162,-0.135,-0.366
-0.054,-0.113,-0.379
0.077,0.147,0.143
-0.227,0.017,-0.349
0.120,0.147,0.744
0.098,0.060,0.018
-0.162,-0.113,-0.349
0.077,-0.005,-0.048
0.164,0.017,0.147
-0.227,-0.113,-0.400
0.207,0.256,0.569
-0.292,-0.070,-0.321
-0.336,-0.157,-0.377
0.033,-0.092,0.121
-0.227,-0.178,-0.237
-0.097,0.060,-0.191
-0.010,-0.178,-0.235
-0.032,-0.005,-0.287
-0.140,-0.113,-0.175
-0.032,0.104,0.812
-0.097,-0.070,-0.036
0.120,0.169,0.397
0.055,0.017,-0.440
-0.010,-0.092,-0.256
-0.075,0.017,0.126
0.033,0.126,0.564
0.012,-0.113,-0.033
0.164,0.039,0.368
0.164,0.017,0.181
0.055,-0.113,0.037
0.185,0.039,0.238
0.120,0.082,-0.208
0.164,-0.092,0.033
-0.292,-0.092,-0.243
0.207,0.234,0.570
-0.119,-0.005,-0.294
0.164,0.126,0.276
0.077,0.278,0.318
0.164,0.082,0.123
-0.054,-0.092,-0.384
