x,y,t
-0.129,-0.015,-0.261
0.014,0.030,-0.013
0.282,-0.041,0.825
-0.326,-0.006,-0.732
-0.094,0.057,-0.337
-0.210,-0.006,-0.495
-0.120,0.057,-0.410
0.112,-0.015,0.280
-0.040,0.012,-0.310
-0.094,0.048,-0.385
0.156,0.021,0.323
-0.228,-0.024,-0.483
-0.219,0.048,-0.650
-0.094,0.021,-0.437
0.335,-0.041,0.895
0.139,-0.006,0.320
-0.049,0.012,-0.122
-0.040,-0.024,0.029
-0.013,0.012,-0.100
0.246,-0.015,0.678
-0.129,0.066,-0.401
-0.004,-0.024,0.047
0.031,0.048,0.032
0.156,-0.024,0.492
-0.210,0.048,-0.669
-0.165,0.057,-0.533
0.264,-0.059,0.801
0.183,-0.024,0.410
0.005,-0.024,0.084
-0.246,-0.024,-0.530
0.058,0.021,0.057
-0.076,0.021,-0.229
-0.183,-0.015,-0.394
0.228,-0.024,0.513
-0.076,-0.006,-0.126
0.183,-0.024,0.487
-0.147,0.030,-0.584
0.121,-0.015,0.361
0.273,-0.015,0.747
0.005,0.048,-0.110
0.264,-0.050,0.575
0.317,-0.032,0.882
0.192,-0.024,0.370
-0.112,-0.006,0.012
-0.299,0.075,-0.850
-0.094,0.003,-0.194
-0.076,-0.015,-0.074
-0.004,0.030,-0.059
-0.344,-0.006,-0.821
-0.049,-0.032,-0.032
-0.210,-0.024,-0.403
0.290,-0.059,0.859
0.183,0.012,0.450
-0.201,0.048,-0.774
-0.013,-0.050,0.109
-0.147,0.012,-0.400
0.282,-0.050,0.683
0.121,0.003,0.324
0.290,0.003,0.864
-0.156,0.030,-0.610
-0.290,-0.006,-0.693
0.210,-0.050,0.643
0.005,-0.068,0.206
-0.049,0.048,-0.194
0.210,-0.068,0.743
-0.210,-0.006,-0.409
-0.040,0.012,-0.158
-0.290,-0.015,-0.665
-0.120,-0.015,-0.220
-0.076,0.003,-0.195
-0.210,0.066,-0.629
0.085,-0.006,0.250
-0.272,0.039,-0.698
-0.040,-0.024,-0.000
0.112,-0.006,0.220
-0.156,0.039,-0.585
0.067,0.003,0.144
-0.308,0.030,-0.839
-0.254,0.021,-0.621
0.130,-0.015,0.199
-0.237,-0.015,-0.534
0.094,-0.032,0.314
0.103,-0.006,0.125
-0.156,0.084,-0.434
-0.147,0.012,-0.313
-0.040,0.039,-0.240
-0.004,0.021,-0.045
-0.058,0.021,-0.175
-0.246,-0.015,-0.546
0.219,-0.050,0.668
0.014,0.003,0.005
0.299,-0.024,0.784
-0.031,-0.059,0.143
-0.308,0.003,-0.760
-0.254,0.057,-0.797
0.210,-0.015,0.542
-0.031,0.021,-0.282
-0.290,0.048,-0.772
0.121,-0.050,0.473
-0.210,0.048,-0.616
0.040,0.003,-0.015
0.094,0.030,0.125
0.094,-0.059,0.390
-0.317,0.003,-0.785
0.219,-0.059,0.687
-0.263,0.057,-0.769
0.299,-0.006,0.726
0.219,-0.006,0.583
-0.013,0.021,-0.115
-0.290,0.030,-0.755
0.085,-0.015,0.053
-0.085,0.003,-0.221
-0.174,0.030,-0.500
0.148,-0.015,0.252
-0.085,0.057,-0.401
0.228,-0.041,0.537
0.183,-0.032,0.423
-0.058,0.021,-0.308
-0.085,-0.050,-0.063
-0.067,0.021,-0.350
0.031,-0.006,0.064
0.219,-0.015,0.696
-0.004,0.012,-0.072
-0.112,-0.050,-0.120
-0.299,-0.006,-0.714
-0.165,0.039,-0.495
0.058,0.003,-0.026
-0.156,0.039,-0.600
0.174,-0.041,0.318
0.246,0.003,0.636
0.282,-0.024,0.899
-0.326,0.021,-0.860
0.165,-0.068,0.625
0.255,-0.024,0.653
