x,y,t,p
1123,210,0,1
1116,208,2324,0
1115,208,2724,0
1115,209,3034,0
1115,210,3039,0
1114,210,4168,0
1113,210,4482,0
1113,208,5882,0
1112,210,6506,0
1112,207,6535,0
1111,207,6670,0
1111,209,6975,0
1110,208,8912,0
1109,210,9964,0
1109,206,10021,0
1108,206,10282,0
1108,207,10297,0
1109,208,10300,0
1108,209,10984,0
1108,208,11416,0
1107,207,12107,0
1107,208,12112,0
1107,206,12502,0
1107,209,12514,0
1106,206,13102,0
1106,209,13537,0
1105,206,13931,0
1104,207,13959,0
1109,208,14878,1
1103,206,16257,0
1102,207,17691,0
1102,206,17840,0
1102,208,17983,0
1100,206,18624,0
1101,207,18897,0
1100,205,19994,0
1099,206,20307,0
1107,206,21391,1
1107,207,21404,1
1098,205,21601,0
1097,208,22716,0
1100,205,22809,1
1097,206,22891,0
1097,206,22891,0
1096,207,23307,0
1095,206,25160,0
1095,205,25637,0
1094,206,25786,0
1096,206,25885,0
1094,205,26112,0
1094,207,26159,0
1093,205,27055,0
1093,207,27231,0
1093,204,27774,0
1098,205,28447,1
1092,204,29174,0
1091,204,29337,0
1095,205,30227,1
1092,204,32008,1
1094,205,32014,1
1088,206,33073,0
1087,203,33355,0
1088,203,33549,0
1087,205,33643,0
1093,204,34673,1
1085,203,35684,0
1088,203,36750,1
1083,204,36891,0
1084,202,37119,0
1084,204,37325,0
1083,205,37439,0
1081,204,39611,0
1081,202,39623,0
1079,203,40964,0
1079,201,41383,0
1080,202,41725,0
1079,202,41770,0
1078,201,42640,0
1078,202,42840,0
1077,200,43646,0
1076,203,44898,0
1076,201,44920,0
1076,202,44930,0
1077,203,45018,0
1080,202,45605,1
1075,202,45696,0
1074,203,46245,0
1074,201,46500,0
1074,202,46729,0
1074,199,47919,0
1073,200,48087,0
1072,200,48271,0
1073,202,48352,0
1072,199,48698,0
1071,198,49761,0
1076,201,49829,1
1071,200,49940,0
1070,199,50492,0
1070,201,50785,0
1070,198,50859,0
1070,202,50876,0
1069,198,51617,0
1069,199,52270,0
1069,200,52468,0
1087,205,52557,1
1068,199,52611,0
1068,198,52790,0
1068,201,52927,0
1067,198,53000,0
1067,200,53023,0
1073,202,53192,1
1067,199,53276,0
1068,200,53559,0
1066,198,53848,0
1066,199,54628,0
1066,200,55110,0
1073,200,55119,1
1066,200,59174,1
1069,199,59369,1
1061,196,60478,0
1057,195,63590,0
1079,201,64072,1
1078,201,64102,1
1068,200,64110,1
1057,197,64323,0
1056,194,64899,0
1056,195,65004,0
1061,196,65406,1
1055,195,65795,0
1054,196,65850,0
1054,195,66016,0
1054,194,67167,0
1053,193,67571,0
1053,195,68149,0
1057,197,68654,1
1052,194,68720,0
1052,195,68783,0
1056,195,69043,1
1051,194,69302,0
1052,193,69345,0
1051,195,69704,0
1051,193,69715,0
1049,195,70466,0
1050,195,70529,0
1050,192,70588,0
1050,194,70671,0
1049,193,71610,0
1049,194,71629,0
1048,194,72249,0
1048,193,72512,0
1048,191,72871,0
1048,192,73197,0
1047,192,73568,0
1047,195,73716,0
1046,192,74103,0
1047,193,74109,0
1051,195,74249,1
1045,193,74410,0
1052,195,74464,1
1045,192,74860,0
1052,193,75474,1
1045,194,75768,0
1053,195,76154,1
1044,193,76412,0
1050,195,76443,1
1044,194,76468,0
1048,192,76588,1
1044,190,76871,0
1044,192,76967,0
1043,190,77105,0
1044,191,77168,0
1049,193,77256,1
1055,195,77318,1
1043,193,77553,0
1043,191,78107,0
1070,199,78503,1
1042,191,78762,0
1047,193,78794,1
1041,190,79656,0
1041,193,79805,0
1044,194,80782,1
1040,191,80925,0
1041,191,81039,0
1040,192,81204,0
1039,190,81232,0
1039,192,81288,0
1040,189,81358,0
1040,190,81479,0
1044,192,81482,1
1039,191,81906,0
1039,189,82139,0
1038,189,82366,0
1044,191,82415,1
1038,191,82452,0
1038,190,82772,0
1038,188,83073,0
1037,190,83302,0
1043,191,83312,1
1037,188,83461,0
1036,189,84004,0
1036,190,84049,0
1040,190,84864,1
1040,191,85046,1
1035,190,85140,0
1040,189,85222,1
1035,189,85433,0
1039,189,85577,1
1040,192,85903,1
1034,189,85956,0
1034,190,86165,0
1033,189,86398,0
1039,191,86486,1
1038,190,86729,1
1033,188,86979,0
1033,190,87022,0
1032,188,87293,0
1032,189,87753,0
1033,187,88010,0
1032,190,88252,0
1031,189,89208,0
1031,187,89248,0
1030,187,89268,0
1030,189,89666,0
1031,188,89684,0
1031,186,89732,0
1030,186,89788,0
1030,188,90471,0
1029,188,90781,0
1029,186,90993,0
1029,187,91120,0
1028,186,91260,0
1034,190,92111,1
1033,189,92281,1
1033,188,92457,1
1033,187,92776,1
1027,187,92962,0
1028,187,93006,0
1027,186,93116,0
1031,188,93344,1
1026,184,93476,0
1032,190,93536,1
1026,186,93618,0
1027,185,93651,0
1031,186,93777,1
1030,188,93948,1
1026,185,94084,0
1031,187,94185,1
1025,186,94329,0
1025,187,95190,0
1024,186,95239,0
1029,187,95408,1
1029,186,95519,1
1024,187,95705,0
1024,185,96102,0
1043,193,96894,1
1023,184,97150,0
1022,184,97166,0
1023,185,97240,0
1028,187,97440,1
1023,183,97502,0
1022,186,97508,0
1023,186,97694,0
1027,185,97947,1
1024,184,97963,0
1021,183,98256,0
1022,185,98264,0
1026,186,98410,1
1028,186,98566,1
1021,185,98899,0
1021,186,98977,0
1021,184,99050,0
1036,190,99130,1
1020,184,99287,0
1019,182,99940,0
1020,182,99965,0
1026,185,100157,1
1020,183,100176,0
1027,187,100441,1
1025,186,100448,1
1019,184,101187,0
1018,183,101463,0
1024,185,101640,1
1023,185,101676,1
1023,186,101698,1
1022,185,101876,1
1018,184,101914,0
1023,183,102137,1
1018,182,102146,0
1017,184,102183,0
1023,184,102197,1
1025,187,102206,1
1017,183,102640,0
1016,183,102737,0
1016,182,102752,0
1021,185,103239,1
1021,184,103488,1
1020,183,103979,1
1015,184,104024,0
1014,182,104250,0
1015,183,104548,0
1020,184,104685,1
1014,183,104887,0
1019,184,105427,1
1014,181,106142,0
1014,180,106192,0
1018,184,106197,1
1013,180,106287,0
1013,182,106454,0
1012,181,106765,0
1013,183,106849,0
1017,183,106923,1
1013,181,106932,0
1013,179,107131,0
1012,180,107259,0
1012,182,107525,0
1016,183,107711,1
1011,181,108132,0
1015,183,108287,1
1011,180,108390,0
1010,180,108511,0
1011,179,108560,0
1018,182,108903,1
1016,182,109030,1
1010,181,109077,0
1010,179,109128,0
1009,179,109931,0
1014,181,110244,1
1014,183,110349,1
1009,180,110423,0
1015,184,110596,1
1013,182,110812,1
1013,181,110825,1
1008,179,110922,0
1008,180,111231,0
1013,180,111252,1
1012,182,111438,1
1008,181,111530,0
1012,180,111692,1
1007,179,111816,0
1007,181,111967,0
1006,178,112187,0
1011,180,112282,1
1007,180,112338,0
1011,179,112691,1
1006,179,112951,0
1006,181,113352,0
1005,179,113522,0
1042,191,113557,1
1005,177,113791,0
1004,179,114043,0
1005,178,114147,0
1004,178,114220,0
1004,180,115049,0
1008,181,115060,1
1009,180,115146,1
1004,177,115154,0
1003,177,115450,0
1010,181,115546,1
1003,176,115605,0
1005,176,115684,0
1002,179,115792,0
1003,178,115800,0
1004,176,116110,0
1003,179,116275,0
1002,177,116450,0
1002,178,116464,0
1007,180,116546,1
1002,175,116767,0
1002,176,117222,0
1007,179,117442,1
1007,179,117442,1
1001,178,117486,0
1013,183,117550,1
1001,176,117563,0
1005,179,117676,1
1005,179,117676,1
1001,177,117880,0
1000,177,118009,0
1010,180,118012,1
1006,179,118279,1
1001,179,118582,0
1005,178,118911,1
1000,178,119488,0
998,176,119610,0
999,177,119669,0
1003,179,119698,1
1000,176,119788,0
1004,176,119800,1
999,176,119831,0
1004,177,119877,1
998,177,120021,0
1006,178,120354,1
1003,178,120368,1
1004,178,120499,1
997,176,120546,0
996,176,120891,0
1002,176,121111,1
997,175,121125,0
1001,177,121161,1
997,177,121490,0
998,175,121564,0
998,174,121676,0
997,174,121713,0
996,177,121873,0
996,174,122251,0
995,175,122405,0
1000,176,122999,1
1000,178,123461,1
1001,178,123494,1
995,176,123618,0
995,174,123657,0
999,177,123713,1
999,176,123903,1
995,173,124010,0
994,175,124095,0
993,173,124337,0
998,177,124497,1
998,175,124866,1
993,174,124910,0
994,173,124976,0
994,174,125038,0
993,175,125292,0
992,175,125753,0
997,177,125819,1
992,172,125924,0
992,174,125987,0
997,175,125991,1
991,173,126399,0
992,173,126408,0
991,174,126731,0
991,172,127133,0
990,173,127347,0
997,174,127365,1
1002,178,127635,1
994,173,127768,1
990,172,127963,0
995,174,128080,1
989,172,128366,0
1002,177,128436,1
994,174,128544,1
989,171,128597,0
989,174,128617,0
989,173,128797,0
994,175,128993,1
988,172,129039,0
988,173,129194,0
993,174,129483,1
987,173,129675,0
988,171,129842,0
993,175,129895,1
987,172,129916,0
987,171,129931,0
988,174,129944,0
992,174,130495,1
986,173,131226,0
985,171,131593,0
986,170,131609,0
986,171,131690,0
986,172,131880,0
991,173,132192,1
990,173,132238,1
985,170,132668,0
991,172,132699,1
984,170,132708,0
984,170,132709,0
985,172,132843,0
992,172,132848,1
989,173,132935,1
984,169,133183,0
989,174,133190,1
985,169,133332,0
984,171,133501,0
983,171,133591,0
988,174,133697,1
984,172,133763,0
989,172,133985,1
983,170,134178,0
988,171,134847,1
982,171,134973,0
982,170,135033,0
986,173,135131,1
981,170,135271,0
981,169,135567,0
986,172,135642,1
987,172,135755,1
981,171,135785,0
985,172,136069,1
984,172,136613,1
986,171,136651,1
980,170,136957,0
980,168,137153,0
980,171,137212,0
981,168,137286,0
984,171,137321,1
978,170,137551,0
978,169,137597,0
979,170,137735,0
980,169,137737,0
979,168,138236,0
977,168,138262,0
979,169,138334,0
977,170,138471,0
988,172,138568,1
983,170,138581,1
978,168,138786,0
982,171,139062,1
976,168,139527,0
976,169,139541,0
977,169,139681,0
977,167,140238,0
976,170,140526,0
975,168,140547,0
