x,y,t
-0.042,-0.036,-0.353
-0.061,0.033,0.697
-0.022,-0.056,-0.795
0.028,0.043,0.288
-0.071,-0.066,-0.584
0.008,-0.026,0.090
-0.002,-0.056,-0.569
0.038,-0.016,-0.935
0.008,-0.046,-0.435
-0.061,-0.006,0.370
0.087,-0.046,-0.970
0.047,-0.016,0.161
-0.042,0.024,0.512
0.018,-0.036,-0.821
-0.012,0.024,0.957
0.018,0.014,0.041
-0.081,0.033,0.699
-0.081,-0.006,0.215
0.047,-0.056,-0.896
-0.091,0.043,0.517
-0.061,0.014,0.849
-0.071,-0.066,-0.031
-0.081,-0.026,0.301
0.057,0.004,-0.400
0.067,-0.026,-0.336
0.008,-0.026,-0.256
0.057,0.014,-0.107
0.038,-0.016,-0.026
-0.042,-0.075,-0.027
-0.061,-0.016,0.612
-0.012,0.053,-0.105
0.008,0.093,0.970
0.067,0.043,0.882
-0.061,-0.046,0.056
0.038,0.043,-0.034
0.028,0.004,0.157
-0.012,0.063,0.406
0.028,-0.006,0.602
0.057,0.004,-0.972
-0.032,-0.066,-0.877
-0.071,-0.046,-0.524
-0.052,0.024,0.851
0.057,-0.016,-0.435
-0.061,0.053,-0.692
-0.052,-0.006,0.947
-0.032,0.024,0.476
0.047,0.033,0.859
-0.081,-0.006,0.204
-0.032,0.024,0.128
-0.071,0.014,0.542
0.077,-0.006,-0.498
0.038,0.004,0.619
-0.022,-0.046,-0.439
0.047,0.024,0.893
0.117,0.063,0.189
0.067,0.004,0.587
0.107,-0.016,-0.932
0.038,0.014,0.721
-0.032,0.014,0.660
0.077,0.033,-0.022
0.047,0.043,0.062
0.067,0.004,-0.804
0.067,-0.026,-0.730
-0.121,0.024,0.274
0.057,0.043,0.147
-0.042,0.014,0.530
0.038,-0.026,-0.404
-0.081,-0.006,0.541
-0.022,-0.046,-0.829
-0.022,-0.066,-0.500
-0.101,0.043,0.763
-0.032,-0.026,-0.360
-0.071,-0.036,0.454
-0.052,0.004,0.955
-0.052,-0.046,-0.193
-0.061,-0.056,-0.159
-0.052,0.024,0.379
0.038,-0.006,-0.811
-0.002,-0.046,-0.506
0.107,-0.016,-0.727
-0.042,-0.056,-0.266
-0.071,-0.006,0.529
-0.002,-0.006,0.297
-0.002,0.093,0.767
-0.042,-0.026,-0.284
-0.022,0.024,0.634
-0.042,-0.006,-0.117
0.018,-0.056,-0.593
-0.091,0.024,0.451
0.077,-0.036,-0.721
-0.061,-0.046,-0.115
-0.012,0.014,0.777
-0.022,-0.036,-0.110
0.057,-0.006,-0.809
0.077,0.033,-0.077
0.038,-0.016,0.458
-0.091,0.004,0.691
-0.042,0.093,0.161
0.047,-0.026,-0.746
0.008,-0.026,0.004
0.028,0.053,0.971
-0.012,-0.066,-0.190
-0.091,-0.026,0.039
-0.022,0.004,0.720
-0.052,-0.056,-0.666
0.057,0.033,0.636
-0.071,-0.016,0.544
0.028,-0.006,-0.596
0.047,0.024,0.943
-0.042,-0.036,-0.897
-0.032,-0.016,0.381
0.067,0.043,0.784
-0.032,0.014,0.745
-0.101,0.004,0.457
0.087,0.033,0.056
-0.052,-0.026,0.701
0.028,0.014,0.531
0.077,0.024,0.072
-0.052,-0.056,0.146
-0.012,-0.006,0.871
0.018,0.043,0.601
-0.052,0.004,0.932
0.057,-0.056,-0.819
-0.012,-0.046,-0.620
0.057,0.004,-0.416
-0.071,0.043,0.927
0.028,0.043,0.712
