x,y,t,p
511,520,0,0
510,513,272,1
514,523,299,0
515,517,440,1
515,517,440,1
513,513,514,1
527,522,532,0
507,509,641,1
514,523,823,1
509,520,1003,0
516,513,1066,1
524,514,1324,0
519,516,1356,0
524,516,1683,0
519,513,1690,0
510,513,1766,0
508,524,1817,1
509,520,1991,1
516,517,2125,0
507,523,2210,0
514,519,2281,0
513,517,2643,0
510,511,2722,0
517,509,2751,0
511,512,2787,0
512,519,2958,0
517,517,3091,0
521,510,3181,0
522,516,3309,0
515,518,3315,0
514,518,3334,0
522,497,3392,0
517,516,3489,0
517,509,3520,1
522,516,3568,1
515,519,3694,0
517,519,3697,0
516,512,3815,1
515,511,3844,1
516,519,3971,0
522,497,4002,1
512,511,4062,1
515,512,4074,1
510,511,4188,1
519,513,4278,1
513,518,4530,0
513,511,4594,1
524,514,4653,1
514,510,4764,1
515,519,4978,1
512,519,5002,1
507,523,5071,1
527,522,5198,1
527,514,5264,1
512,512,5269,1
529,514,5319,1
526,514,5359,1
516,521,5393,0
516,521,5554,1
512,511,5997,0
516,518,6019,0
514,517,6055,0
520,510,6420,0
509,520,6465,0
517,512,6829,1
512,511,6903,1
513,512,6949,1
520,510,6957,1
519,519,6969,0
527,522,6980,0
519,518,7123,0
512,519,7247,0
519,518,7278,1
519,519,7363,1
527,514,7880,0
518,518,7960,0
526,514,7985,0
520,513,7997,1
514,512,8019,1
512,517,8041,0
522,510,8079,0
524,511,8114,0
523,511,8154,0
522,511,8217,0
525,511,8288,0
521,509,8328,0
521,511,8357,0
504,518,8409,0
509,520,8484,1
518,519,8684,0
525,511,8690,1
521,511,8738,1
521,511,8738,1
514,510,8839,0
511,518,9000,0
524,511,9108,1
527,514,9127,1
525,512,9687,0
526,514,9780,1
520,511,9836,0
512,511,10082,0
513,516,10092,0
522,509,10181,0
508,525,10193,1
512,511,10544,1
514,510,10658,1
516,518,11067,1
525,512,11195,1
525,512,11195,1
517,511,11274,1
540,492,11317,1
516,511,11389,1
513,509,11455,1
518,511,11689,1
520,511,11733,1
513,519,11742,0
521,514,11872,1
527,513,12104,1
527,513,12104,1
528,514,12131,1
527,514,12144,1
530,514,12151,1
530,514,12151,1
509,521,12461,0
519,520,12740,0
516,515,13082,0
518,516,13147,0
511,528,13165,0
516,515,13283,1
523,510,13472,0
518,517,13477,0
515,510,13510,1
515,510,13510,1
511,516,13595,0
514,511,13975,1
512,518,13992,0
519,518,14116,0
514,529,14269,0
526,510,14396,0
519,518,14431,1
527,513,14510,0
515,516,14598,0
517,518,14642,0
515,516,14752,1
521,508,15075,0
509,521,15136,1
534,511,15148,1
534,511,15148,1
513,506,15197,0
515,510,15231,0
513,509,15271,0
514,505,15285,0
534,511,15314,0
515,510,15425,1
514,516,15519,0
534,511,15535,1
534,511,15535,1
521,508,15600,1
521,508,15600,1
517,515,15648,0
527,514,15837,0
514,510,15874,0
519,509,15897,0
523,509,15947,0
514,507,16156,0
520,508,16401,0
520,510,16448,0
