x,y,t
0.152,0.033,0.556
-0.186,0.015,-0.662
0.195,-0.002,0.784
0.100,-0.002,0.443
-0.056,-0.071,-0.355
0.117,-0.011,0.469
-0.021,-0.011,-0.245
-0.160,0.058,-0.623
-0.065,-0.089,-0.204
0.039,0.024,0.109
0.108,0.050,0.491
-0.056,-0.054,-0.176
0.178,0.024,0.786
-0.134,-0.080,-0.345
0.065,0.007,0.382
0.074,0.015,0.161
-0.073,-0.089,-0.231
-0.013,-0.002,-0.104
0.039,-0.002,0.322
-0.117,-0.002,-0.289
0.048,0.033,0.397
0.134,-0.011,0.755
0.039,0.050,0.333
0.039,0.015,0.349
0.134,-0.002,0.495
-0.108,-0.011,-0.293
-0.134,0.024,-0.790
0.108,-0.002,0.704
0.152,0.015,0.686
-0.065,0.015,-0.186
-0.065,-0.019,-0.541
0.126,0.050,0.409
-0.143,0.033,-0.552
-0.039,-0.089,-0.232
0.186,-0.011,0.634
0.221,-0.011,0.758
0.056,0.058,0.392
0.186,0.015,0.801
-0.021,0.015,-0.207
0.048,0.015,-0.014
0.143,0.007,0.805
0.082,0.033,0.370
-0.160,0.041,-0.611
0.074,0.007,0.097
-0.160,-0.019,-0.555
0.048,0.076,0.086
0.134,0.033,0.759
-0.047,-0.063,-0.146
-0.039,-0.045,-0.133
0.221,0.007,0.780
0.074,0.033,0.523
-0.082,-0.045,-0.497
0.117,0.050,0.486
0.056,0.024,0.397
-0.108,-0.080,-0.352
-0.021,-0.089,-0.170
0.030,0.024,0.334
0.056,0.050,0.514
-0.065,-0.063,-0.186
-0.099,-0.054,-0.548
-0.143,0.058,-0.839
0.178,-0.002,0.707
0.013,-0.037,-0.096
0.160,0.041,0.874
-0.143,-0.011,-0.500
-0.143,-0.002,-0.468
0.091,0.007,0.537
0.074,-0.002,0.482
-0.099,-0.011,-0.244
-0.125,-0.054,-0.369
-0.117,0.007,-0.504
-0.073,-0.097,-0.229
-0.117,-0.011,-0.760
0.039,0.050,0.391
-0.013,0.024,0.171
-0.091,-0.054,-0.426
0.013,0.033,0.160
-0.047,-0.054,-0.156
0.178,0.050,0.679
-0.108,-0.011,-0.443
0.134,0.041,0.463
0.221,-0.002,0.827
0.091,0.041,0.204
0.074,-0.002,0.091
-0.013,0.015,-0.193
0.065,0.007,0.332
0.030,0.007,-0.047
-0.160,-0.028,-0.510
-0.203,-0.011,-0.694
-0.073,0.007,-0.193
-0.004,-0.054,-0.092
0.160,0.050,0.554
0.004,-0.028,-0.088
0.039,0.015,0.058
-0.013,0.024,0.009
-0.177,0.007,-0.691
0.004,-0.019,-0.059
-0.125,0.015,-0.659
0.013,0.033,0.246
-0.151,-0.019,-0.535
0.143,-0.011,0.797
-0.134,-0.028,-0.375
-0.186,0.058,-0.751
0.100,0.015,0.589
-0.056,0.015,-0.033
-0.203,0.024,-0.710
-0.021,-0.071,-0.141
-0.056,-0.054,-0.209
0.022,-0.002,-0.121
0.100,0.058,0.522
-0.203,-0.011,-0.776
-0.030,-0.011,-0.385
0.022,0.058,0.086
-0.099,-0.106,-0.424
-0.117,-0.054,-0.539
-0.169,0.015,-0.608
0.126,0.041,0.545
0.030,0.162,-0.097
0.195,-0.002,0.681
-0.195,0.033,-0.740
0.160,-0.011,0.828
0.074,0.024,0.231
-0.177,0.067,-0.718
-0.117,-0.071,-0.509
-0.117,-0.019,-0.712
-0.151,-0.011,-0.526
-0.151,0.024,-0.516
0.004,-0.002,-0.218
0.030,0.015,0.228
0.247,-0.002,0.879
-0.004,-0.045,-0.078
0.230,0.033,0.866
-0.221,-0.002,-0.828
0.013,-0.037,-0.059
0.152,0.050,0.574
-0.134,0.024,-0.494
0.230,-0.002,0.831
-0.082,-0.054,-0.177
0.091,0.050,0.593
-0.021,0.033,0.025
0.004,0.050,0.084
0.160,0.050,0.720
0.030,0.033,0.091
-0.047,-0.045,-0.154
-0.099,-0.028,-0.576
-0.039,-0.011,-0.395
