x,y,t,p
9,61,0,0
9,60,354,0
10,61,397,0
10,60,869,0
11,61,1052,0
11,60,1217,0
12,61,1296,0
12,60,1962,0
12,61,2622,1
14,60,3060,0
13,60,3256,0
14,59,3443,0
15,60,3468,0
15,59,3656,0
16,60,4000,0
10,60,4124,1
19,61,5333,0
18,59,5399,0
19,60,5827,0
20,60,6146,0
19,61,6164,1
21,61,6264,0
20,59,6422,0
19,60,6792,1
21,59,7072,0
20,60,7369,1
22,59,7675,0
23,59,8208,0
24,60,8361,0
24,59,8426,0
25,59,8751,0
23,59,9142,1
24,59,9169,1
24,60,9291,1
26,59,9452,0
26,60,9725,0
26,58,9843,0
27,59,9893,0
28,59,10581,0
28,60,10775,0
29,59,10821,0
30,59,11084,0
26,59,11148,1
30,60,11228,0
27,59,11353,1
31,59,11653,0
31,60,11717,0
28,59,11839,1
32,59,12340,0
31,58,12359,0
32,58,12796,0
33,59,12921,0
33,58,13420,0
34,58,13538,0
34,59,13647,0
35,58,14245,0
35,59,14262,0
36,58,14600,0
33,58,14611,1
37,59,14943,0
36,59,15029,0
37,58,15118,0
37,60,15411,0
38,58,15467,0
35,58,15518,1
38,56,15545,0
38,59,15562,0
36,59,15764,1
39,58,15826,0
39,59,15922,0
40,58,16123,0
40,59,16212,0
37,58,16477,1
36,58,16581,1
37,60,16581,1
38,59,16707,1
38,58,16923,1
41,59,16981,0
41,58,17054,0
42,58,17228,0
42,59,17373,0
39,59,17454,1
42,58,17841,0
43,58,17996,0
43,59,18017,0
41,59,18168,1
44,58,18216,0
44,59,18320,0
41,58,18501,1
44,58,18580,0
43,57,18730,0
44,59,18796,0
45,58,18819,0
42,58,18986,1
45,59,18995,0
45,58,19172,0
46,58,19229,0
44,59,19363,1
46,59,19406,0
44,58,19550,1
46,60,19726,0
46,58,19770,0
47,58,19933,0
45,58,19948,1
45,59,20024,1
44,58,20041,1
47,59,20189,0
46,60,20191,1
43,58,20243,1
46,58,20397,1
48,59,20414,0
45,58,20507,1
46,59,20653,1
48,58,21001,0
47,59,21051,1
46,58,21258,1
49,57,21783,0
49,58,21853,0
50,58,21887,0
47,58,22004,1
48,58,22143,1
51,58,22322,0
50,57,22532,0
52,58,23094,0
49,58,23255,1
53,58,23269,0
49,57,23300,1
50,57,23525,1
54,58,23540,0
54,59,23830,0
53,59,23840,0
54,58,23973,0
55,58,23984,0
53,59,24187,1
56,58,24423,0
54,58,24485,1
53,58,24638,1
54,59,24672,1
54,58,24778,1
55,57,24796,0
56,57,25097,0
57,58,25151,0
55,58,25233,1
58,58,25749,0
55,57,25924,1
59,58,26262,0
58,57,26296,0
60,58,26491,0
59,57,26787,0
60,57,26820,0
60,58,26989,0
58,58,27140,1
61,58,27157,0
59,58,27325,1
59,57,27476,1
61,57,27499,0
60,58,27598,1
62,58,27778,0
60,58,27842,1
62,57,27888,0
59,58,27957,1
63,57,27988,0
63,58,28093,0
60,57,28097,1
61,58,28358,1
63,59,28391,0
64,58,28588,0
61,57,28596,1
63,58,28651,0
64,57,28794,0
63,57,28813,0
64,57,29079,0
64,58,29080,0
64,59,29128,0
65,58,29133,0
63,58,29214,1
65,57,29218,0
62,58,29353,1
63,58,29453,1
64,57,29559,1
63,57,29568,1
66,58,29604,0
64,58,29604,1
65,59,29605,0
65,60,29639,0
64,58,29806,1
66,59,29924,0
66,57,30051,0
66,58,30092,0
64,57,30283,1
64,58,30289,1
67,58,30316,0
65,58,30331,1
65,59,30399,1
67,57,30504,0
66,58,30636,1
66,59,30662,1
65,57,30671,1
68,58,30774,0
66,58,31043,1
68,57,31078,0
69,58,31316,0
69,57,31429,0
67,58,31567,1
70,58,31820,0
70,57,31903,0
71,58,32315,0
68,58,32425,1
67,57,32448,1
68,57,32596,1
71,57,32634,0
72,57,33036,0
72,58,33040,0
66,57,33168,1
73,58,33432,0
73,57,33504,0
69,57,33511,1
74,58,33887,0
74,57,33936,0
71,57,34061,1
75,58,34253,0
74,56,34424,0
70,57,34578,1
75,57,34591,0
76,59,34917,0
76,58,35085,0
72,58,35159,1
75,57,35937,1
77,57,36025,0
76,58,36085,1
76,59,36098,1
78,57,36433,0
78,58,36437,0
79,57,36851,0
80,57,37184,0
80,58,37274,0
82,58,37800,0
81,58,37847,0
82,57,38047,0
81,57,38141,0
83,58,38270,0
83,57,38375,0
83,58,38699,0
83,59,38722,0
84,58,38816,0
83,57,38852,0
84,57,39046,0
81,57,39108,1
81,58,39131,1
82,57,39362,1
83,58,39374,1
84,59,39453,0
85,58,39544,0
83,58,39646,1
83,57,39651,1
84,59,39907,1
86,58,39970,0
84,57,39995,1
82,58,40056,1
87,58,40337,0
85,58,40712,1
88,58,41106,0
80,57,41594,1
89,58,41657,0
87,58,41767,1
84,58,41845,1
90,58,41923,0
90,57,42215,0
91,58,42335,0
88,58,42537,1
91,57,42732,0
89,58,42754,1
91,58,42890,0
92,58,43020,0
92,57,43107,0
91,57,43112,0
93,58,43371,0
91,57,43482,1
91,58,43516,1
91,58,44040,1
92,58,44058,1
94,58,44600,0
95,58,44653,0
93,58,45100,1
95,58,45641,1
94,58,45784,1
99,58,47086,0
103,58,48343,0
102,58,48370,0
103,59,48433,0
103,58,48742,0
103,57,48866,0
104,58,48988,0
104,59,49207,0
105,58,49333,0
104,57,49341,0
105,58,49690,0
105,59,49691,0
105,57,49695,0
105,60,49776,0
103,58,49779,1
106,58,49934,0
106,57,50089,0
106,59,50161,0
104,58,50193,1
103,57,50350,1
104,59,50427,1
107,58,50438,0
107,59,50473,0
105,58,50564,1
108,58,50846,0
105,59,50913,1
108,59,50926,0
106,59,50944,1
105,58,50985,1
108,58,51297,0
106,58,51341,1
109,58,51392,0
109,59,51552,0
107,59,51714,1
107,58,51744,1
109,58,51824,0
110,58,51890,0
110,59,52091,0
108,58,52169,1
111,58,52380,0
110,58,52447,0
109,58,52568,1
111,58,52836,0
111,59,52885,0
109,59,52971,1
110,58,53123,1
111,58,53410,1
109,58,53541,1
105,57,53559,1
111,59,53704,1
108,59,53732,1
111,58,53811,1
110,58,53882,1
112,58,54006,0
113,59,54045,0
113,58,54051,0
114,59,54198,0
114,58,54318,0
114,60,54393,0
115,59,54661,0
110,59,54677,1
115,58,54880,0
115,60,55002,0
116,59,55227,0
113,58,55241,1
116,58,55387,0
117,59,55559,0
118,59,55965,0
115,59,56137,1
118,58,56266,0
118,59,56389,0
119,59,56441,0
116,59,56505,1
114,58,56666,1
116,58,56742,1
119,59,56859,0
119,58,56871,0
120,59,56966,0
115,58,57042,1
118,59,57235,1
121,59,57428,0
119,59,57542,1
122,59,57931,0
121,58,57935,0
121,59,58054,0
117,59,58170,1
123,59,58299,0
120,59,58306,1
119,58,58306,1
119,59,58312,1
122,58,58325,0
122,60,58411,0
122,59,58416,0
121,59,58499,1
123,59,58871,0
124,59,58874,0
121,59,58880,1
121,58,58943,1
122,59,58955,1
123,58,58975,0
124,57,59024,0
123,60,59102,0
124,60,59196,0
122,59,59248,1
122,60,59281,1
124,59,59316,0
125,59,59356,0
123,58,59443,1
123,59,59494,1
122,58,59510,1
125,58,59650,0
125,60,59669,0
125,59,59801,0
126,59,59868,0
123,60,60036,1
126,60,60039,0
126,61,60097,0
124,59,60102,1
126,59,60205,0
123,59,60222,1
127,59,60329,0
124,59,60405,1
125,59,60487,1
127,60,60567,0
125,60,60701,1
125,59,60769,1
128,59,60869,0
126,59,61049,1
128,60,61099,0
126,60,61385,1
129,59,61493,0
126,59,61522,1
127,60,61558,1
129,60,61668,0
130,59,62007,0
130,60,62077,0
127,59,62368,1
131,60,62369,0
128,59,62384,1
128,60,62400,1
129,60,62744,1
131,59,62756,0
131,60,62917,0
132,60,62946,0
129,59,63018,1
132,59,63158,0
133,60,63420,0
132,60,63467,0
130,60,63598,1
132,61,63606,0
133,59,63609,0
131,59,63764,1
131,60,63805,1
133,58,63834,0
133,60,63863,0
130,59,63866,1
132,60,64020,1
134,60,64050,0
133,61,64062,0
134,59,64099,0
132,59,64319,1
135,60,64402,0
134,61,64412,0
133,60,64452,1
135,61,64716,0
133,60,64831,1
132,61,64917,1
133,59,64933,1
134,60,65121,1
135,61,65965,1
124,60,67223,1
134,61,68543,1
146,61,70298,0
146,60,70323,0
147,61,70419,0
147,60,70491,0
148,61,70984,0
148,60,71193,0
149,61,71377,0
149,60,71646,0
150,61,71798,0
147,61,71807,1
149,61,71984,0
148,61,72058,1
148,60,72152,1
151,61,72177,0
149,61,72341,1
150,61,72346,0
151,61,72544,0
151,60,72617,0
149,60,72622,1
150,60,72655,0
152,61,72685,0
149,61,72707,1
150,61,72942,1
150,60,72997,1
151,62,73013,0
146,61,73095,1
152,62,73221,0
153,61,73289,0
151,61,73440,1
150,61,73444,1
153,62,73676,0
151,61,73951,1
154,61,73996,0
153,60,74088,0
154,60,74153,0
152,62,74266,1
151,62,74359,1
152,61,74402,1
155,61,74433,0
154,62,74560,0
155,62,74680,0
156,61,74774,0
156,62,74859,0
157,61,75154,0
157,62,75251,0
154,61,75455,1
155,62,75602,1
155,61,75652,1
158,61,75693,0
157,61,75712,0
158,62,75785,0
158,61,76161,0
156,61,76174,1
159,61,76338,0
159,62,76340,0
157,61,76461,1
160,62,76757,0
158,61,76970,1
158,62,77157,1
161,62,77192,0
