Unnamed: 0,nframe_61515143501,absframe_61515143501,x0_61515143501,y0_61515143501,area_61515143501,yadj_61515143501,flower_61515143501,visit_num_61515143501,sx_61515143501,sy_61515143501,speeds_61515143501
0,0,340225,1084.0,969.0,660.0,111.0,,,1084.0,111.0,1.5
1,1,340226,1084.0,972.0,258.0,108.0,,,1084.0,109.5,1.8633899812498065
2,2,340227,1083.0,976.0,235.0,104.0,,,1083.6666666666667,107.66666666666669,1.666666666666606
3,3,340228,1088.0,972.0,140.0,108.0,,,1085.0,106.66666666666669,7.401201103724794
4,4,340229,1097.0,954.0,419.0,126.0,,,1089.3333333333333,112.66666666666669,12.982894729433674
5,5,340230,1109.0,947.0,439.0,133.0,,,1098.0,122.33333333333331,16.526073674987384
6,6,340231,1121.0,935.0,510.0,145.0,,,1109.0,134.66666666666666,13.70320319406292
7,7,340232,1128.0,927.0,458.0,153.0,,,1119.3333333333333,143.66666666666666,7.810249675906654
8,8,340233,1124.0,929.0,465.0,151.0,,,1124.3333333333333,149.66666666666666,2.357022603955157
9,9,340234,1120.0,928.0,235.0,152.0,,,1124.0,152.0,5.217491947499582
10,10,340235,1114.0,934.0,276.0,146.0,3.0,1.0,1119.3333333333333,149.66666666666666,2.027587510099403
11,11,340236,1118.0,930.0,250.0,150.0,3.0,1.0,1117.3333333333333,149.33333333333334,2.981423969999588
12,12,340237,1112.0,932.0,65.0,148.0,3.0,1.0,1114.6666666666667,148.0,8.359957469323119
13,13,340238,1089.0,936.0,94.0,144.0,3.0,1.0,1106.3333333333333,147.33333333333334,16.57642234554181
14,14,340239,1070.0,943.0,114.0,137.0,3.0,1.0,1090.3333333333333,143.0,15.7091622239309
15,15,340240,1067.0,946.0,171.0,134.0,,,1075.3333333333333,138.33333333333334,10.381607668264849
16,16,340241,1066.0,957.0,3.0,123.0,,,1067.6666666666667,131.33333333333334,10.13793755049704
17,17,340242,1049.0,965.0,64.0,115.0,,,1060.6666666666667,124.0,8.825468196582504
18,18,340243,1062.0,972.0,233.0,108.0,,,1059.0,115.33333333333331,3.299831645537165
19,19,340244,1073.0,964.0,184.0,116.0,,,1061.3333333333333,113.0,16.719914938646077
20,20,340245,1095.0,945.0,303.0,135.0,3.0,1.0,1076.6666666666667,119.66666666666669,26.35231383473636
21,21,340246,1127.0,927.0,318.0,153.0,3.0,1.0,1098.3333333333333,134.66666666666666,27.91256188727788
22,22,340247,1137.0,910.0,315.0,170.0,3.0,1.0,1119.6666666666667,152.66666666666666,17.66666666666663
23,23,340248,1123.0,900.0,431.0,180.0,3.0,1.0,1129.0,167.66666666666666,14.42605667225494
24,24,340249,1094.0,899.0,38.0,181.0,3.0,1.0,1118.0,177.0,17.978382080215813
25,25,340250,1084.0,900.0,97.0,180.0,3.0,1.0,1100.3333333333333,180.33333333333331,17.003267659809133
26,26,340251,1072.0,901.0,35.0,179.0,3.0,1.0,1083.3333333333333,180.0,7.731609003161984
27,27,340252,1071.0,902.0,17.0,178.0,3.0,1.0,1075.6666666666667,179.0,1.7950549357115682
28,28,340253,1079.0,902.0,71.0,178.0,3.0,1.0,1074.0,178.33333333333334,2.134374745810997
29,29,340254,1077.0,897.0,96.0,183.0,3.0,1.0,1075.6666666666667,179.66666666666666,6.324555320336759
30,30,340255,1053.0,908.0,10.0,172.0,3.0,1.0,1069.6666666666667,177.66666666666666,19.436506316151068
31,31,340256,1029.0,932.0,73.0,148.0,3.0,1.0,1053.0,167.66666666666666,30.785999704050244
32,32,340257,1000.0,948.0,443.0,132.0,3.0,1.0,1027.3333333333333,150.66666666666666,26.240342138690824
33,33,340258,982.0,942.0,60.0,138.0,3.0,1.0,1003.6666666666666,139.33333333333334,29.122347280243588
34,34,340259,942.0,924.0,204.0,156.0,3.0,1.0,974.6666666666666,142.0,44.42721888412304
35,35,340260,880.0,890.0,65.0,190.0,,,934.6666666666666,161.33333333333334,26.386023236217696
36,36,340261,,,,,,,911.0,173.0,64.69350817508662
37,37,340262,813.0,914.0,77.0,166.0,,,846.5,178.0,41.270449476592816
38,38,340263,802.0,917.0,228.0,163.0,,,807.5,164.5,3.659083066683369
39,39,340264,802.0,925.0,52.0,155.0,,,805.6666666666666,161.33333333333334,3.5433819375781943
40,40,340265,805.0,921.0,93.0,159.0,,,803.0,159.0,0.4714045207910651
41,41,340266,803.0,916.0,91.0,164.0,,,803.3333333333334,159.33333333333334,3.4318767136623705
42,42,340267,797.0,916.0,60.0,164.0,,,801.6666666666666,162.33333333333334,7.673909622147521
43,43,340268,782.0,922.0,21.0,158.0,,,794.0,162.0,15.202339001321803
44,44,340269,759.0,904.0,89.0,176.0,,,779.3333333333334,166.0,25.495097567963924
45,45,340270,740.0,865.0,178.0,215.0,,,760.3333333333334,183.0,16.541194367732697
46,46,340271,,,,,,,749.5,195.5,21.691011963483863
47,47,340272,,,,,,,740.0,215.0,
48,48,340273,,,,,,,,,
49,49,340274,639.0,843.0,26.0,237.0,,,639.0,237.0,0.0
50,50,340275,,,,,,,639.0,237.0,0.0
51,51,340276,,,,,,,639.0,237.0,
52,52,340277,,,,,,,,,
53,53,340278,637.0,840.0,6.0,240.0,,,637.0,240.0,2.1213203435596424
54,54,340279,634.0,843.0,7.0,237.0,,,635.5,238.5,0.9718253158075826
55,55,340280,633.0,843.0,7.0,237.0,,,634.6666666666666,238.0,1.536590742882119
56,56,340281,,,,,,,633.5,237.0,10.793516572461453
57,57,340282,613.0,838.0,20.0,242.0,,,623.0,239.5,19.697715603592208
58,58,340283,597.0,827.0,3.0,253.0,,,605.0,247.5,8.603939666093535
59,59,340284,581.0,823.0,8.0,257.0,,,597.0,250.66666666666663,21.398338460938746
60,60,340285,552.0,818.0,274.0,262.0,,,576.6666666666666,257.3333333333333,16.825905952165304
61,61,340286,555.0,799.0,412.0,281.0,,,562.6666666666666,266.6666666666667,20.275875100994032
62,62,340287,553.0,769.0,495.0,311.0,,,553.3333333333334,284.6666666666667,26.68541007950054
63,63,340288,549.0,738.0,495.0,342.0,,,552.3333333333334,311.3333333333333,32.33505150074077
64,64,340289,556.0,702.0,412.0,378.0,,,552.6666666666666,343.6666666666667,16.33418365133547
65,65,340290,,,,,,,552.5,360.0,18.33712082089225
66,66,340291,,,,,,,556.0,378.0,64.66065264130884
67,67,340292,506.0,661.0,135.0,419.0,,,506.0,419.0,15.20690632574555
68,68,340293,476.0,666.0,115.0,414.0,,,491.0,416.5,11.021443744910268
69,69,340294,460.0,675.0,111.0,405.0,,,480.6666666666667,412.6666666666667,19.436506316151014
70,70,340295,456.0,691.0,336.0,389.0,,,464.0,402.6666666666667,12.67105187249885
71,71,340296,459.0,700.0,104.0,380.0,,,458.3333333333333,391.3333333333333,7.731609003162097
72,72,340297,463.0,698.0,335.0,382.0,,,459.3333333333333,383.6666666666667,4.642796092394748
73,73,340298,461.0,704.0,184.0,376.0,,,461.0,379.3333333333333,2.8674417556809177
74,74,340299,464.0,693.0,254.0,387.0,,,462.6666666666667,381.6666666666667,2.4267032964268265
75,75,340300,470.0,700.0,179.0,380.0,,,465.0,381.0,5.426273532033249
76,76,340301,472.0,692.0,54.0,388.0,,,468.6666666666667,385.0,2.027587510099403
77,77,340302,470.0,692.0,19.0,388.0,,,470.6666666666667,385.3333333333333,4.737556801183936
78,78,340303,461.0,711.0,91.0,369.0,,,467.6666666666667,381.6666666666667,21.934245168482818
79,79,340304,433.0,745.0,486.0,335.0,,,454.6666666666667,364.0,33.72602028767173
80,80,340305,401.0,766.0,218.0,314.0,,,431.6666666666667,339.3333333333333,37.64306044943742
81,81,340306,374.0,783.0,48.0,297.0,,,402.6666666666667,315.3333333333333,37.818278943154205
82,82,340307,359.0,831.0,253.0,249.0,,,378.0,286.6666666666667,43.11354517756316
83,83,340308,361.0,889.0,474.0,191.0,,,364.6666666666667,245.66666666666663,48.990928865567646
84,84,340309,350.0,928.0,22.0,152.0,,,356.6666666666667,197.33333333333331,44.14748010928823
85,85,340310,329.0,960.0,29.0,120.0,,,346.6666666666667,154.33333333333334,34.2571971351358
86,86,340311,342.0,990.0,184.0,90.0,,,340.3333333333333,120.66666666666669,34.92849839314596
87,87,340312,374.0,1030.0,107.0,50.0,,,348.3333333333333,86.66666666666667,49.001133773731326
88,88,340313,418.0,1077.0,6.0,3.0,,,378.0,47.66666666666666,27.78538784645227
