Unnamed: 0,nframe_41212443901,absframe_41212443901,x0_41212443901,y0_41212443901,area_41212443901,yadj_41212443901,flower_41212443901,visit_num_41212443901,sx_41212443901,sy_41212443901,speeds_41212443901
0,0,166424,1009.0,408.0,810.0,672.0,,,1009.0,672.0,9.86154146165801
1,1,166425,999.0,391.0,441.0,689.0,,,1004.0,680.5,10.92525107771489
2,2,166426,1016.0,369.0,87.0,711.0,,,1008.0,690.6666666666666,18.55322673343439
3,3,166427,1026.0,355.0,391.0,725.0,,,1013.6666666666666,708.3333333333334,17.159383568311686
4,4,166428,1024.0,346.0,444.0,734.0,,,1022.0,723.3333333333334,2.603416558635528
5,5,166429,1022.0,364.0,254.0,716.0,,,1024.0,725.0,15.691469727919806
6,6,166430,1016.0,401.0,131.0,679.0,,,1020.6666666666666,709.6666666666666,32.02776573190484
7,7,166431,1020.0,442.0,712.0,638.0,,,1019.3333333333334,677.6666666666666,32.00173606401864
8,8,166432,1021.0,460.0,131.0,620.0,,,1019.0,645.6666666666666,26.029897340472814
9,9,166433,1029.0,478.0,14.0,602.0,,,1023.3333333333334,620.0,5.426273532033126
10,10,166434,1032.0,453.0,509.0,627.0,,,1027.3333333333333,616.3333333333334,3.726779962499616
11,11,166435,1026.0,450.0,512.0,630.0,,,1029.0,619.6666666666666,5.374838498865803
12,12,166436,1037.0,464.0,377.0,616.0,,,1031.6666666666667,624.3333333333334,10.857664983268233
13,13,166437,1042.0,484.0,671.0,596.0,,,1035.0,614.0,15.606266547626106
14,14,166438,1042.0,494.0,239.0,586.0,,,1040.3333333333333,599.3333333333334,16.829207415152545
15,15,166439,1044.0,514.0,461.0,566.0,,,1042.6666666666667,582.6666666666666,6.674994798166886
16,16,166440,,,,,,,1043.0,576.0,28.040149785619903
17,17,166441,1045.0,550.0,7.0,530.0,,,1044.5,548.0,22.5055548698538
18,18,166442,1045.0,559.0,24.0,521.0,,,1045.0,525.5,4.031128874149275
19,19,166443,1051.0,544.0,343.0,536.0,,,1047.0,529.0,6.368324391514312
20,20,166444,1043.0,531.0,115.0,549.0,,,1046.3333333333333,535.3333333333334,21.426878239984188
21,21,166445,1039.0,495.0,606.0,585.0,,,1044.3333333333333,556.6666666666666,27.30282850630028
22,22,166446,1026.0,466.0,944.0,614.0,,,1036.0,582.6666666666666,31.75776370520378
23,23,166447,1009.0,442.0,896.0,638.0,,,1024.6666666666667,612.3333333333334,22.373098926066397
24,24,166448,1011.0,434.0,579.0,646.0,,,1015.3333333333334,632.6666666666666,10.349449797506702
25,25,166449,1018.0,436.0,515.0,644.0,,,1012.6666666666666,642.6666666666666,9.243616415907963
26,26,166450,1021.0,467.0,366.0,613.0,,,1016.6666666666666,634.3333333333334,19.67796285752731
27,27,166451,1022.0,492.0,390.0,588.0,,,1020.3333333333334,615.0,20.39607805437112
28,28,166452,1030.0,496.0,799.0,584.0,,,1024.3333333333333,595.0,11.411495179082488
29,29,166453,1017.0,501.0,518.0,579.0,,,1023.0,583.6666666666666,2.981423969999652
30,30,166454,1026.0,500.0,219.0,580.0,,,1024.3333333333333,581.0,4.642796092394835
31,31,166455,1043.0,491.0,386.0,589.0,,,1028.6666666666667,582.6666666666666,13.19932658214886
32,32,166456,1045.0,473.0,483.0,607.0,,,1038.0,592.0,10.137937550497067
33,33,166457,1040.0,473.0,505.0,607.0,,,1042.6666666666667,601.0,10.852547064066432
34,34,166458,1049.0,459.0,453.0,621.0,,,1044.6666666666667,611.6666666666666,12.982894729433584
35,35,166459,1079.0,454.0,368.0,626.0,,,1056.0,618.0,9.7082439194738
36,36,166460,,,,,,,1064.0,623.5,15.20690632574555
37,37,166461,,,,,,,1079.0,626.0,
38,38,166462,,,,,,,,,
39,39,166463,1166.0,401.0,201.0,679.0,,,1166.0,679.0,8.73212459828649
40,40,166464,1182.0,394.0,117.0,686.0,,,1174.0,682.5,10.714735440296892
41,41,166465,1205.0,389.0,323.0,691.0,,,1184.3333333333333,685.3333333333334,22.58071940592004
42,42,166466,1224.0,366.0,952.0,714.0,,,1203.6666666666667,697.0,30.98565976562552
43,43,166467,1253.0,334.0,1677.0,746.0,,,1227.3333333333333,717.0,39.67926970654131
44,44,166468,1274.0,292.0,1314.0,788.0,,,1250.3333333333333,749.3333333333334,43.789902438296885
45,45,166469,1291.0,253.0,1104.0,827.0,,,1272.6666666666667,787.0,40.2768199119819
46,46,166470,1311.0,228.0,519.0,852.0,,,1292.0,822.3333333333334,19.382838916021644
47,47,166471,,,,,,,1301.0,839.5,62.659795722616266
48,48,166472,1384.0,169.0,196.0,911.0,,,1347.5,881.5,74.95665414091
49,49,166473,1418.0,123.0,39.0,957.0,,,1401.0,934.0,25.516878945339453
50,50,166474,1465.0,104.0,383.0,976.0,,,1422.3333333333333,948.0,49.76053768912786
51,51,166475,1486.0,60.0,558.0,1020.0,,,1456.3333333333333,984.3333333333334,44.87637339278755
52,52,166476,1488.0,8.0,187.0,1072.0,,,1479.6666666666667,1022.6666666666666,24.458581770458867
