x,y,t,p
665,426,0,0
669,424,1536,1
665,426,2012,1
669,424,2114,0
664,426,2178,1
664,426,2636,0
669,424,5347,1
669,423,5482,1
669,424,5813,0
664,426,5905,1
665,425,5961,1
669,423,6040,0
664,426,6307,0
669,423,9389,1
669,424,9399,1
669,424,9705,0
669,423,9718,0
663,425,9894,1
664,425,14086,1
664,425,14435,0
667,423,17512,1
668,423,17581,1
668,423,17993,0
664,425,18002,1
664,425,18299,0
664,425,18299,0
667,423,18339,0
667,423,21362,1
667,422,21448,1
668,422,21476,1
666,424,21493,1
666,423,21510,1
664,425,21862,1
667,423,22125,0
667,422,22139,0
664,425,22196,0
664,425,22196,0
667,422,25337,1
666,422,25399,1
663,425,25659,1
663,425,25953,0
666,421,29457,1
665,422,29480,1
663,425,29532,1
663,424,29648,1
663,425,29913,0
666,421,30001,0
667,422,30104,0
665,422,30235,0
663,424,30555,0
666,424,32096,0
666,421,33304,1
665,422,33352,1
665,421,33372,1
663,424,33438,1
664,422,33496,1
663,425,33562,1
663,424,33646,1
665,421,33734,0
665,422,33941,0
663,424,33970,0
663,425,33981,0
666,423,36332,0
665,421,37308,1
665,422,37369,1
664,421,37428,1
665,421,37706,0
662,424,37715,1
663,424,37743,1
663,423,37766,1
664,421,38100,0
665,422,38259,0
663,424,38463,0
665,421,41287,1
664,421,41299,1
665,422,41322,1
664,422,41381,1
665,421,41556,0
664,422,41802,0
664,421,41938,0
661,424,41968,1
661,424,42393,0
665,422,45093,0
664,421,45520,1
663,422,45600,1
664,421,45882,0
662,423,46392,1
666,422,46784,0
664,421,49860,1
663,421,49870,1
662,422,49969,1
664,421,50128,0
660,423,51036,1
660,422,55247,1
661,422,55459,1
662,424,56133,0
663,424,57329,0
663,423,57560,0
663,422,58445,0
663,421,58903,0
660,421,59038,1
660,422,60059,1
662,423,60204,0
659,421,61157,1
661,421,62514,1
660,420,63572,1
659,420,63758,1
659,420,64691,0
659,422,65658,1
659,421,67155,1
659,420,67832,1
657,421,69467,1
660,423,70474,0
660,422,71075,0
658,422,71546,1
660,421,71683,1
660,421,72366,0
658,421,73490,1
656,421,74261,1
656,420,74627,1
657,420,74796,1
658,423,74803,1
660,421,76090,1
657,422,76139,1
660,421,76388,0
659,421,76994,0
657,421,77185,1
661,422,77291,0
659,420,77317,0
660,422,77402,0
657,423,77927,1
661,421,78062,0
657,422,78709,1
655,420,78720,1
659,421,80374,1
659,420,80485,1
657,421,80913,1
656,421,81100,1
659,421,81302,0
659,420,81442,0
658,423,81671,0
658,423,83898,1
659,421,84597,1
656,422,84736,1
656,421,84783,1
659,420,85098,1
659,421,85488,0
659,420,85616,0
655,421,86370,1
656,423,86885,1
657,424,87934,1
656,421,88932,1
656,420,90355,1
657,421,90435,0
657,422,91468,0
655,421,93733,1
658,421,95912,0
657,421,96238,0
656,420,97134,0
656,421,97187,0
663,430,97887,0
657,421,97969,1
656,420,98201,1
657,422,98501,0
657,421,98893,0
656,420,100123,0
656,422,100141,0
657,423,101062,0
656,420,102548,1
660,421,102806,0
657,420,104045,0
656,420,104843,0
656,421,105526,0
655,423,105755,0
655,422,105902,0
655,421,106094,0
656,421,107130,1
656,420,107345,1
649,430,107782,0
656,422,108642,0
654,423,126181,0
651,422,135033,1
660,420,135180,0
654,423,137234,1
656,415,138127,0
653,424,138213,1
651,423,139436,1
654,423,141925,1
654,424,141975,1
649,423,143349,1
650,423,143414,1
653,425,144058,1
650,423,144298,0
649,424,147521,1
650,424,147620,1
651,422,148863,0
654,423,154320,0
654,423,154614,1
653,423,154736,1
653,423,155139,0
650,424,157375,0
653,423,158949,1
653,423,159282,0
654,424,162379,0
651,424,162629,0
653,423,163235,1
653,423,163618,0
649,424,164314,1
649,424,164667,0
652,424,167013,0
653,423,167562,1
648,424,168669,1
649,424,168679,1
648,424,169152,0
649,424,169427,0
653,424,170149,0
653,423,170167,0
648,424,173012,1
649,424,173155,1
648,424,173974,0
649,424,174415,0
648,424,177303,1
649,424,177322,1
648,423,177332,1
647,424,177364,1
648,424,177983,0
651,425,179781,0
651,424,180301,1
651,423,180303,1
651,423,180885,0
647,424,183639,0
651,422,183878,1
651,423,184427,1
650,423,184444,1
651,423,184874,0
650,423,185354,0
647,424,185802,1
651,422,188716,1
650,422,188734,1
650,423,188771,1
651,423,188814,1
650,423,189110,0
651,422,189150,0
651,423,189369,0
650,422,189705,0
651,425,189987,1
646,424,190149,1
646,424,191463,0
650,422,193020,1
651,422,193138,1
650,421,193178,1
650,422,193196,1
651,421,193231,1
649,422,193247,1
651,422,193544,0
650,422,193572,0
646,424,194306,1
650,422,194411,0
649,422,194411,0
647,423,194660,1
649,422,196781,1
650,423,197173,0
650,422,197465,1
649,422,197606,1
650,422,197616,1
648,422,197646,1
650,421,197710,1
649,421,197716,1
650,422,197901,0
649,422,198176,0
650,421,198197,0
