Unnamed: 0,nframe_71214002900,absframe_71214002900,x0_71214002900,y0_71214002900,area_71214002900,yadj_71214002900,flower_71214002900,visit_num_71214002900,sx_71214002900,sy_71214002900,speeds_71214002900
0,0,270583,902.0,1057.0,714.0,1057.0,,,902.0,1057.0,13.756816492197604
1,1,270584,911.0,1031.0,571.0,1031.0,,,906.5,1044.0,14.28382924071056
2,2,270585,915.0,1002.0,573.0,1002.0,,,909.3333333333334,1030.0,27.73886162848872
3,3,270586,931.0,979.0,1033.0,979.0,,,919.0,1004.0,28.356852983205144
4,4,270587,937.0,950.0,722.0,950.0,,,927.6666666666666,977.0,22.58071940592
5,5,270588,950.0,944.0,471.0,944.0,,,939.3333333333334,957.6666666666666,17.0
6,6,270589,955.0,934.0,925.0,934.0,,,947.3333333333334,942.6666666666666,12.44543646839625
7,7,270590,972.0,937.0,758.0,937.0,,,959.0,938.3333333333334,11.51327735944701
8,8,270591,982.0,931.0,720.0,931.0,,,969.6666666666666,934.0,9.809292646374844
9,9,270592,984.0,929.0,1092.0,929.0,,,979.3333333333334,932.3333333333334,5.42627353203321
10,10,270593,983.0,925.0,1108.0,925.0,,,983.0,928.3333333333334,1.6996731711975652
11,11,270594,987.0,930.0,990.0,930.0,,,984.6666666666666,928.0,3.681787005729166
12,12,270595,995.0,928.0,964.0,928.0,3.0,1.0,988.3333333333334,927.6666666666666,5.906681715556434
13,13,270596,1000.0,930.0,909.0,930.0,3.0,1.0,994.0,929.3333333333334,3.726779962499605
14,14,270597,998.0,932.0,1385.0,932.0,3.0,1.0,997.6666666666666,930.0,3.018461712712464
15,15,270598,994.0,937.0,1681.0,937.0,3.0,1.0,997.3333333333334,933.0,2.6034165586356
16,16,270599,995.0,924.0,1472.0,924.0,3.0,1.0,995.6666666666666,931.0,1.201850425154642
17,17,270600,996.0,929.0,1663.0,929.0,3.0,1.0,995.0,930.0,2.603416558635528
18,18,270601,999.0,931.0,2080.0,931.0,3.0,1.0,996.6666666666666,928.0,2.357022603955201
19,19,270602,996.0,931.0,1286.0,931.0,3.0,1.0,997.0,930.3333333333334,0.4714045207910048
20,20,270603,995.0,930.0,1196.0,930.0,3.0,1.0,996.6666666666666,930.6666666666666,0.3333333333332575
21,21,270604,998.0,931.0,1138.0,931.0,3.0,1.0,996.3333333333334,930.6666666666666,1.943650631615068
22,22,270605,1001.0,928.0,1460.0,928.0,3.0,1.0,998.0,929.6666666666666,2.108185106778908
23,23,270606,1001.0,928.0,1460.0,928.0,3.0,1.0,1000.0,929.0,1.201850425154642
24,24,270607,1000.0,928.0,1618.0,928.0,3.0,1.0,1000.6666666666666,928.0,0.3333333333333712
25,25,270608,1001.0,929.0,1576.0,929.0,3.0,1.0,1000.6666666666666,928.3333333333334,1.054092553389436
26,26,270609,998.0,929.0,1584.0,929.0,3.0,1.0,999.6666666666666,928.6666666666666,0.3333333333333712
27,27,270610,1000.0,929.0,1528.0,929.0,3.0,1.0,999.6666666666666,929.0,0.3333333333333712
28,28,270611,1001.0,930.0,1451.0,930.0,3.0,1.0,999.6666666666666,929.3333333333334,1.054092553389436
29,29,270612,1001.0,930.0,1534.0,930.0,3.0,1.0,1000.6666666666666,929.6666666666666,0.9428090415820096
30,30,270613,998.0,927.0,1888.0,927.0,3.0,1.0,1000.0,929.0,1.0540925533894718
31,31,270614,1000.0,927.0,1527.0,927.0,3.0,1.0,999.6666666666666,928.0,1.0
32,32,270615,1001.0,927.0,1461.0,927.0,3.0,1.0,999.6666666666666,927.0,1.201850425154642
33,33,270616,1001.0,929.0,1549.0,929.0,3.0,1.0,1000.6666666666666,927.6666666666666,2.027587510099413
34,34,270617,1006.0,928.0,1490.0,928.0,3.0,1.0,1002.6666666666666,928.0,1.6996731711976767
35,35,270618,1006.0,926.0,1396.0,926.0,3.0,1.0,1004.3333333333334,927.6666666666666,1.666666666666606
36,36,270619,1005.0,926.0,1434.0,926.0,3.0,1.0,1005.6666666666666,926.6666666666666,1.0540925533894718
37,37,270620,1007.0,925.0,1321.0,925.0,3.0,1.0,1006.0,925.6666666666666,1.6666666666666288
38,38,270621,1006.0,921.0,1106.0,921.0,3.0,1.0,1006.0,924.0,2.108185106778908
39,39,270622,1007.0,920.0,1022.0,920.0,3.0,1.0,1006.6666666666666,922.0,1.699673171197543
40,40,270623,1006.0,920.0,1044.0,920.0,3.0,1.0,1006.3333333333334,920.3333333333334,0.6666666666667425
41,41,270624,1006.0,919.0,1028.0,919.0,3.0,1.0,1006.3333333333334,919.6666666666666,0.4714045207909245
42,42,270625,1008.0,919.0,973.0,919.0,3.0,1.0,1006.6666666666666,919.3333333333334,0.6666666666666288
43,43,270626,1006.0,922.0,1101.0,922.0,3.0,1.0,1006.6666666666666,920.0,0.4714045207910853
44,44,270627,1007.0,920.0,1054.0,920.0,3.0,1.0,1007.0,920.3333333333334,0.3333333333332575
45,45,270628,1008.0,920.0,951.0,920.0,3.0,1.0,1007.0,920.6666666666666,1.0
46,46,270629,1006.0,919.0,1099.0,919.0,3.0,1.0,1007.0,919.6666666666666,0.6666666666667425
47,47,270630,1007.0,922.0,1193.0,922.0,3.0,1.0,1007.0,920.3333333333334,1.054092553389436
48,48,270631,1005.0,921.0,1293.0,921.0,3.0,1.0,1006.0,920.6666666666666,0.7453559925000147
49,49,270632,1007.0,921.0,1223.0,921.0,3.0,1.0,1006.3333333333334,921.3333333333334,0.6666666666667425
50,50,270633,1007.0,920.0,1234.0,920.0,3.0,1.0,1006.3333333333334,920.6666666666666,0.0
51,51,270634,1005.0,921.0,1282.0,921.0,3.0,1.0,1006.3333333333334,920.6666666666666,0.0
52,52,270635,1007.0,921.0,1203.0,921.0,3.0,1.0,1006.3333333333334,920.6666666666666,0.3333333333333712
53,53,270636,1006.0,920.0,1248.0,920.0,3.0,1.0,1006.0,920.6666666666666,0.4714045207910048
54,54,270637,1006.0,920.0,1266.0,920.0,3.0,1.0,1006.3333333333334,920.3333333333334,0.4714045207910853
55,55,270638,1006.0,920.0,1221.0,920.0,3.0,1.0,1006.0,920.0,0.4714045207910853
56,56,270639,1007.0,919.0,1242.0,919.0,3.0,1.0,1006.3333333333334,919.6666666666666,0.7453559924998622
57,57,270640,1008.0,919.0,1249.0,919.0,3.0,1.0,1007.0,919.3333333333334,1.0540925533894718
58,58,270641,1009.0,919.0,1218.0,919.0,3.0,1.0,1008.0,919.0,1.943650631615068
59,59,270642,1010.0,914.0,1129.0,914.0,3.0,1.0,1009.0,917.3333333333334,2.9814239699998044
60,60,270643,1012.0,911.0,736.0,911.0,3.0,1.0,1010.3333333333334,914.6666666666666,2.7487370837450613
61,61,270644,1011.0,911.0,703.0,911.0,3.0,1.0,1011.0,912.0,1.666666666666697
62,62,270645,1013.0,910.0,623.0,910.0,3.0,1.0,1012.0,910.6666666666666,0.6666666666666288
63,63,270646,1012.0,909.0,656.0,909.0,3.0,1.0,1012.0,910.0,0.9428090415820096
64,64,270647,1013.0,909.0,608.0,909.0,3.0,1.0,1012.6666666666666,909.3333333333334,0.3333333333333712
65,65,270648,1013.0,909.0,656.0,909.0,3.0,1.0,1012.6666666666666,909.0,0.6666666666666288
66,66,270649,1012.0,911.0,730.0,911.0,3.0,1.0,1012.6666666666666,909.6666666666666,0.3333333333333712
67,67,270650,1013.0,910.0,643.0,910.0,3.0,1.0,1012.6666666666666,910.0,0.7453559924998622
68,68,270651,1012.0,911.0,623.0,911.0,3.0,1.0,1012.3333333333334,910.6666666666666,0.4714045207910048
69,69,270652,1011.0,910.0,593.0,910.0,3.0,1.0,1012.0,910.3333333333334,0.3333333333333712
70,70,270653,1012.0,910.0,577.0,910.0,3.0,1.0,1011.6666666666666,910.3333333333334,0.7453559925000147
71,71,270654,1013.0,909.0,638.0,909.0,3.0,1.0,1012.0,909.6666666666666,0.7453559924999129
72,72,270655,1012.0,908.0,679.0,908.0,3.0,1.0,1012.3333333333334,909.0,0.0
73,73,270656,1012.0,910.0,559.0,910.0,3.0,1.0,1012.3333333333334,909.0,0.6666666666667425
74,74,270657,1011.0,909.0,580.0,909.0,3.0,1.0,1011.6666666666666,909.0,0.3333333333333712
75,75,270658,1012.0,909.0,577.0,909.0,3.0,1.0,1011.6666666666666,909.3333333333334,0.6666666666666288
76,76,270659,1010.0,910.0,593.0,910.0,3.0,1.0,1011.0,909.3333333333334,1.201850425154642
77,77,270660,1009.0,912.0,662.0,912.0,3.0,1.0,1010.3333333333334,910.3333333333334,3.333333333333303
78,78,270661,1006.0,917.0,1310.0,917.0,3.0,1.0,1008.3333333333334,913.0,4.955356249106166
79,79,270662,1000.0,921.0,1372.0,921.0,3.0,1.0,1005.0,916.6666666666666,5.206833117271128
80,80,270663,997.0,922.0,1389.0,922.0,3.0,1.0,1001.0,920.0,3.1622776601683795
81,81,270664,997.0,920.0,649.0,920.0,3.0,1.0,998.0,921.0,5.426273532033273
82,82,270665,984.0,924.0,688.0,924.0,3.0,1.0,992.6666666666666,922.0,5.088112507491165
83,83,270666,984.0,930.0,550.0,930.0,3.0,1.0,988.3333333333334,924.6666666666666,6.7494855771056335
84,84,270667,986.0,937.0,664.0,937.0,3.0,1.0,984.6666666666666,930.3333333333334,8.975274678557515
85,85,270668,998.0,947.0,487.0,947.0,3.0,1.0,989.3333333333334,938.0,12.494443209327516
86,86,270669,1011.0,956.0,620.0,956.0,3.0,1.0,998.3333333333334,946.6666666666666,10.37089945740267
87,87,270670,1008.0,959.0,845.0,959.0,,,1005.6666666666666,954.0,9.47511360236796
88,88,270671,1020.0,965.0,530.0,965.0,,,1013.0,960.0,3.901566636906519
89,89,270672,1022.0,960.0,1095.0,960.0,,,1016.6666666666666,961.3333333333334,5.676462121975538
90,90,270673,1025.0,960.0,726.0,960.0,,,1022.3333333333334,961.6666666666666,2.9999999999998863
91,91,270674,1029.0,965.0,388.0,965.0,,,1025.3333333333333,961.6666666666666,2.027587510099432
92,92,270675,1023.0,966.0,736.0,966.0,,,1025.6666666666667,963.6666666666666,2.134374745810855
93,93,270676,1030.0,964.0,452.0,964.0,,,1027.3333333333333,965.0,2.5385910352880043
94,94,270677,1026.0,958.0,854.0,958.0,,,1026.3333333333333,962.6666666666666,4.242640687119285
95,95,270678,1032.0,957.0,1332.0,957.0,,,1029.3333333333333,959.6666666666666,1.201850425154642
96,96,270679,1027.0,962.0,953.0,962.0,,,1028.3333333333333,959.0,2.6666666666666288
97,97,270680,1026.0,966.0,599.0,966.0,4.0,1.0,1028.3333333333333,961.6666666666666,3.2829526005986707
