Unnamed: 0,nframe_31514392700,absframe_31514392700,x0_31514392700,y0_31514392700,area_31514392700,yadj_31514392700,flower_31514392700,visit_num_31514392700,sx_31514392700,sy_31514392700,speeds_31514392700
0,0,299379,88.0,175.0,2200.0,905.0,,,88.0,905.0,86.27861844049197
1,1,299380,212.0,295.0,2545.0,785.0,,,150.0,845.0,88.44144327683082
2,2,299381,331.0,429.0,3177.0,651.0,,,210.33333333333331,780.3333333333334,174.75633830501764
3,3,299382,435.0,568.0,2810.0,512.0,,,326.0,649.3333333333334,170.81503967091942
4,4,299383,558.0,673.0,2867.0,407.0,,,441.3333333333333,523.3333333333334,162.3850020441817
5,5,299384,693.0,755.0,1929.0,325.0,,,562.0,414.6666666666667,163.56616058613378
6,6,299385,859.0,815.0,1910.0,265.0,,,703.3333333333334,332.3333333333333,172.6039139507303
7,7,299386,1053.0,825.0,1796.0,255.0,,,868.3333333333334,281.6666666666667,194.4979291520721
8,8,299387,1276.0,779.0,2223.0,301.0,,,1062.6666666666667,273.6666666666667,221.68471104501344
9,9,299388,1510.0,679.0,2475.0,401.0,,,1279.6666666666667,319.0,252.9229131573492
10,10,299389,1746.0,516.0,1785.0,564.0,,,1510.6666666666667,422.0,132.012730867561
