x,y,t
-0.078,0.043,0.045
0.039,0.025,-0.267
0.103,0.079,0.689
0.058,-0.029,-0.130
0.085,0.025,0.377
-0.024,-0.273,-0.801
0.039,0.106,0.842
0.058,-0.074,-0.302
-0.069,-0.101,-0.726
-0.051,0.079,0.535
-0.078,-0.146,-0.656
0.039,-0.065,-0.546
0.076,0.179,0.406
-0.015,0.025,-0.029
0.012,0.007,-0.206
-0.069,-0.155,-0.740
0.094,0.224,0.953
-0.006,0.007,0.033
0.030,-0.119,-0.776
-0.006,-0.056,-0.705
0.058,-0.146,-0.633
-0.015,-0.029,0.020
0.030,-0.047,-0.223
0.067,0.061,0.361
0.039,0.170,0.314
-0.006,0.152,0.559
-0.087,0.133,0.888
-0.024,-0.137,-0.691
0.021,0.052,0.193
0.039,0.079,-0.109
0.021,-0.119,-0.224
0.058,0.079,0.950
0.030,0.152,0.373
0.039,0.070,0.278
0.058,0.079,0.600
0.048,0.070,0.599
-0.042,-0.056,-0.119
0.003,0.079,0.274
-0.141,-0.137,-0.622
-0.042,-0.146,-0.779
0.076,0.070,0.546
-0.186,0.070,0.227
-0.051,0.052,0.047
-0.015,0.106,0.216
0.030,0.007,-0.138
0.058,0.197,0.540
-0.114,-0.200,-0.793
0.039,-0.128,-0.759
-0.024,-0.228,-0.721
0.039,0.079,0.078
-0.024,-0.155,-0.396
-0.078,0.106,0.293
0.030,0.133,0.758
0.021,0.133,0.772
0.012,0.161,0.938
0.003,-0.146,-0.662
-0.042,0.052,-0.155
0.058,-0.128,-0.812
-0.078,-0.128,-0.789
0.003,-0.155,-0.713
-0.006,0.079,0.396
0.021,0.106,0.052
0.030,0.070,0.102
0.030,-0.119,-0.591
0.048,0.016,-0.046
0.067,0.070,0.463
0.094,0.025,0.433
0.012,0.007,0.198
0.030,-0.002,0.111
-0.006,-0.110,-0.610
-0.051,-0.173,-0.696
-0.024,-0.074,-0.299
0.030,-0.029,-0.223
-0.105,-0.011,0.162
-0.024,0.143,0.369
-0.006,-0.155,-0.468
0.067,0.088,0.735
-0.024,0.115,0.536
0.094,0.025,0.216
-0.042,-0.002,-0.359
0.039,-0.002,-0.059
0.058,0.206,0.513
0.067,0.179,0.671
-0.105,0.034,0.090
-0.006,-0.065,-0.457
0.067,0.179,0.501
0.030,0.007,-0.273
-0.051,-0.182,-0.798
-0.114,-0.137,-0.659
0.012,0.152,0.849
0.058,0.034,0.351
0.103,0.197,0.975
-0.123,-0.146,-0.704
-0.087,-0.002,0.591
0.039,0.106,0.021
-0.024,-0.020,-0.378
-0.024,-0.119,-0.442
-0.141,-0.155,-0.464
0.058,-0.200,-0.737
0.012,0.097,0.560
-0.024,-0.020,-0.292
-0.006,0.079,0.350
0.012,-0.065,-0.387
0.030,-0.146,-0.799
0.021,-0.047,0.020
-0.015,0.025,-0.121
-0.042,-0.101,-0.557
0.021,0.097,0.760
-0.024,0.152,0.916
0.039,0.215,0.588
0.030,-0.065,-0.384
0.030,-0.128,-0.748
0.003,0.052,0.368
0.067,0.106,0.609
0.012,-0.065,-0.223
-0.096,0.043,0.463
0.085,0.079,0.608
-0.033,-0.029,-0.314
0.012,-0.092,-0.655
0.021,-0.020,-0.142
0.030,0.043,0.191
0.021,-0.200,-0.549
-0.051,0.133,0.767
0.067,-0.056,-0.221
-0.096,0.016,-0.049
0.058,0.161,0.271
0.021,0.115,0.241
0.030,-0.101,-0.608
0.039,-0.038,-0.209
-0.015,0.016,0.214
0.003,-0.218,-0.803
0.112,0.043,0.365
0.012,0.052,0.347
-0.024,0.097,0.358
-0.051,-0.083,-0.352
-0.015,-0.065,-0.467
-0.069,0.070,0.509
0.067,-0.029,-0.052
-0.024,-0.083,-0.700
-0.105,0.034,0.371
0.085,0.197,0.799
0.039,0.143,0.763
-0.051,0.043,0.113
0.058,0.016,0.105
-0.087,-0.155,-0.764
0.094,0.215,0.887
0.094,0.170,0.579
0.030,-0.092,-0.593
-0.006,-0.264,-0.794
0.021,0.088,-0.134
0.076,0.070,0.614
-0.006,-0.128,-0.673
0.048,0.007,-0.126
0.048,0.188,0.823
0.058,0.097,0.557
-0.060,-0.047,-0.528
-0.024,-0.065,-0.212
-0.114,-0.038,-0.319
0.058,0.143,0.193
-0.042,-0.110,-0.571
0.048,0.007,0.036
0.012,0.052,0.112
0.012,-0.047,-0.140
0.030,0.106,0.527
0.048,0.070,0.466
0.039,-0.101,-0.455
0.048,0.143,0.145
0.012,0.133,0.943
0.021,0.161,0.179
-0.033,0.161,0.726
0.021,-0.191,-0.796
0.012,-0.047,-0.050
0.058,0.052,0.354
0.048,0.079,-0.075
0.021,0.133,0.706
-0.051,0.115,0.643
0.003,0.070,0.122
-0.015,-0.137,-0.653
-0.024,-0.137,-0.467
-0.087,-0.011,-0.287
-0.051,-0.002,-0.373
0.012,-0.173,-0.546
-0.051,-0.092,-0.581
-0.033,-0.083,-0.305
-0.132,-0.264,-0.780
-0.069,-0.128,-0.685
0.039,0.133,0.930
-0.042,-0.020,-0.073
-0.015,0.097,0.113
0.030,0.052,0.113
-0.024,-0.101,-0.796
-0.015,0.043,0.140
0.003,-0.074,-0.225
-0.078,0.124,0.585
0.030,-0.038,-0.060
0.039,0.088,0.677
0.094,0.070,0.670
0.112,0.079,0.774
0.039,0.124,0.609
0.030,-0.020,0.021
-0.096,-0.029,-0.328
-0.132,-0.155,-0.814
-0.105,-0.173,-0.757
-0.051,-0.029,-0.475
0.030,-0.011,-0.124
-0.033,-0.155,-0.761
-0.015,-0.182,-0.632
-0.024,0.016,0.023
-0.087,-0.029,-0.384
-0.006,0.143,0.373
0.076,-0.038,-0.141
-0.051,-0.056,-0.589
-0.078,0.115,0.667
-0.051,0.124,0.431
-0.006,-0.119,-0.652
0.021,0.097,0.596
0.012,-0.182,-0.625
0.039,0.052,0.046
-0.033,-0.191,-0.618
-0.015,-0.273,-0.786
-0.015,-0.056,-0.433
0.076,0.197,0.672
0.094,0.043,0.434
0.103,0.079,0.872
0.021,0.143,0.292
0.094,0.188,0.790
0.003,-0.002,-0.039
0.039,-0.083,-0.618
0.003,-0.083,-0.527
0.030,0.016,0.041
-0.024,-0.002,-0.236
0.012,-0.056,0.044
-0.114,-0.011,0.062
0.021,-0.083,-0.554
0.012,-0.164,-0.387
-0.087,-0.047,-0.422
0.003,0.088,0.593
0.076,0.007,0.274
-0.150,-0.173,-0.730
-0.051,0.106,0.276
-0.033,0.124,0.625
-0.033,-0.137,-0.649
-0.060,-0.029,-0.435
-0.015,-0.228,-0.801
0.021,-0.011,-0.213
-0.042,0.133,0.856
0.021,-0.173,-0.797
-0.024,-0.038,-0.549
0.067,0.115,0.774
-0.024,-0.119,-0.460
-0.069,-0.164,-0.795
-0.006,-0.092,-0.567
0.039,0.061,0.194
0.076,0.052,0.532
-0.087,-0.065,-0.492
-0.006,-0.246,-0.792
0.048,0.115,0.817
-0.024,-0.038,-0.358
0.067,0.043,0.201
0.048,0.034,0.287
-0.042,-0.065,-0.282
0.030,-0.074,-0.538
-0.006,-0.092,-0.549
0.003,0.034,0.183
0.039,0.143,0.129
0.039,-0.137,-0.742
0.021,0.025,0.195
0.012,0.143,0.768
0.039,0.079,0.391
0.021,0.061,0.208
-0.060,0.088,0.386
0.058,-0.092,-0.467
0.067,-0.137,-0.824
0.058,0.088,0.915
-0.006,-0.101,-0.372
0.021,-0.047,-0.378
0.012,0.034,0.348
-0.069,0.079,0.129
-0.087,-0.128,-0.615
-0.087,-0.191,-0.747
-0.105,0.007,0.226
-0.033,-0.092,-0.405
-0.006,-0.164,-0.542
-0.033,-0.228,-0.773
0.030,0.016,-0.286
-0.087,0.097,0.362
0.012,-0.182,-0.813
0.058,0.052,0.469
-0.015,0.043,0.109
0.048,0.197,0.569
-0.042,-0.083,-0.291
-0.015,-0.056,-0.345
-0.033,-0.002,-0.270
0.003,0.124,-0.030
-0.006,-0.182,-0.796
-0.024,-0.029,-0.060
-0.006,0.161,0.835
-0.033,-0.056,-0.577
-0.051,-0.200,-0.791
-0.051,-0.146,-0.400
-0.033,-0.074,-0.461
0.030,-0.029,-0.128
0.012,-0.092,-0.142
0.058,0.088,0.976
-0.006,-0.228,-0.720
-0.078,-0.110,-0.363
-0.114,0.007,-0.058
0.039,-0.029,-0.142
-0.015,-0.209,-0.717
-0.006,0.170,0.938
0.012,0.043,0.280
-0.096,0.106,0.568
-0.015,0.124,0.844
0.012,0.143,0.420
0.048,0.061,0.130
-0.015,-0.083,-0.533
0.021,-0.002,-0.119
-0.042,-0.011,0.006
-0.015,0.124,0.784
-0.042,-0.173,-0.549
0.058,0.143,0.636
-0.006,0.034,-0.159
-0.132,-0.182,-0.737
0.058,-0.137,-0.802
-0.033,0.016,0.034
0.048,-0.182,-0.717
-0.042,-0.119,-0.627
0.012,0.079,-0.081
0.030,-0.191,-0.719
-0.051,-0.020,0.016
0.039,0.025,0.240
-0.078,-0.029,-0.143
0.058,0.052,0.276
-0.060,-0.002,-0.290
-0.114,-0.029,0.060
-0.006,-0.083,-0.300
0.012,0.133,0.839
0.048,0.115,0.690
0.012,0.088,0.355
0.039,-0.056,-0.301
0.067,0.115,0.808
0.067,-0.173,-0.662
0.012,0.016,-0.051
-0.006,-0.092,-0.400
0.094,0.016,0.557
0.039,-0.173,-0.806
0.012,-0.002,-0.133
-0.024,0.115,0.619
0.085,0.043,0.516
-0.033,-0.110,-0.666
0.039,0.079,0.255
-0.015,-0.092,-0.294
0.039,-0.029,-0.422
-0.024,0.052,0.106
-0.024,0.124,0.264
-0.060,0.070,0.088
0.003,0.079,0.160
-0.006,-0.038,-0.130
0.039,-0.002,-0.132
-0.033,-0.209,-0.704
-0.033,0.170,0.251
0.094,0.016,0.311
-0.006,-0.164,-0.444
-0.015,0.124,0.599
0.030,0.088,0.357
-0.096,-0.128,-0.802
0.076,0.088,0.767
-0.042,-0.128,-0.750
-0.051,-0.047,-0.203
-0.006,0.097,0.448
0.058,0.152,0.217
-0.015,-0.074,-0.225
0.076,0.016,0.210
0.012,0.088,0.458
-0.051,-0.228,-0.803
-0.006,-0.047,-0.388
-0.060,-0.137,-0.483
0.030,0.161,0.168
0.030,0.052,0.203
-0.105,-0.029,0.208
0.085,0.007,0.292
-0.078,0.043,0.628
0.076,0.106,0.800
0.003,-0.137,-0.820
0.030,-0.029,-0.353
-0.069,-0.119,-0.584
0.030,-0.110,-0.056
-0.105,-0.038,-0.068
0.048,-0.128,-0.781
0.094,0.070,0.559
0.012,0.115,0.759
-0.015,-0.173,-0.540
-0.015,-0.074,-0.327
0.039,-0.065,-0.221
0.021,0.061,0.274
0.021,0.043,0.241
-0.042,-0.173,-0.768
0.030,-0.038,-0.141
0.067,-0.164,-0.637
-0.024,-0.146,-0.730
-0.015,0.106,0.441
-0.006,-0.110,-0.500
-0.033,-0.137,-0.674
-0.015,0.007,0.022
-0.042,-0.101,-0.304
0.058,0.206,0.699
-0.042,-0.038,-0.307
0.012,0.097,0.163
-0.015,-0.074,-0.694
-0.033,-0.065,-0.438
-0.024,0.133,0.927
0.030,0.170,0.627
-0.042,0.124,0.310
-0.042,-0.164,-0.539
-0.069,-0.128,-0.629
0.003,-0.191,-0.798
-0.123,-0.038,-0.236
-0.024,0.152,0.751
-0.024,0.070,0.067
0.103,0.215,0.945
-0.069,-0.146,-0.667
-0.024,-0.128,-0.522
-0.060,-0.119,-0.463
0.030,0.179,0.734
0.021,0.115,0.600
0.076,0.025,0.470
-0.069,-0.074,-0.386
0.030,0.097,0.715
0.039,0.179,0.465
0.076,0.079,0.521
-0.015,-0.164,-0.508
0.048,0.152,0.767
-0.033,0.097,0.149
-0.042,-0.056,-0.516
0.048,-0.065,-0.535
0.103,0.025,0.091
0.076,0.007,0.191
0.030,0.070,-0.144
-0.033,0.115,0.205
0.030,0.007,-0.201
-0.015,-0.164,-0.795
-0.015,0.097,0.820
-0.087,0.061,0.641
0.039,0.007,-0.039
0.085,0.061,0.691
0.085,0.043,0.547
-0.078,-0.110,-0.517
0.012,0.115,0.700
0.003,0.007,-0.053
0.058,0.043,0.295
0.012,-0.101,-0.687
0.067,-0.002,0.024
0.048,0.052,0.293
0.058,0.097,0.682
-0.042,0.143,0.962
-0.051,-0.011,-0.141
-0.159,-0.164,-0.733
0.021,0.079,0.512
-0.069,-0.164,-0.825
-0.096,-0.128,-0.633
-0.042,0.070,0.456
0.058,-0.020,-0.058
0.039,0.124,0.157
0.021,-0.218,-0.631
0.048,0.115,0.888
-0.006,0.133,0.619
0.030,0.052,0.350
-0.042,0.052,0.144
0.076,0.188,0.489
-0.069,0.007,-0.136
0.003,0.143,0.943
0.094,0.097,0.933
0.021,-0.146,-0.338
0.030,0.115,0.678
0.048,0.052,0.193
